column,dimension,group_value,total_rows,null_count,null_proportion,empty_count,empty_proportion,whitespace_only_count,whitespace_only_proportion,substantive_count,substantive_proportion,non_null_count,raw_length_min,raw_length_mean,raw_length_p25,raw_length_median,raw_length_p75,raw_length_p90,raw_length_p95,raw_length_p99,raw_length_max,trimmed_length_min,trimmed_length_mean,trimmed_length_p25,trimmed_length_median,trimmed_length_p75,trimmed_length_p90,trimmed_length_p95,trimmed_length_p99,trimmed_length_max
second_serve,year,2003,15272,9268,0.606862231534835,0,0.0,0,0.0,6004,0.393137768465165,6004,1,11.939373750832779,6.0,10.0,16.0,23.0,28.0,41.0,66,1,11.939373750832779,6.0,10.0,16.0,23.0,28.0,41.0,66
second_serve,year,2004,18666,11483,0.6151826850958962,0,0.0,0,0.0,7183,0.3848173149041037,7183,1,12.829180008353056,6.0,11.0,17.0,25.0,30.0,42.18000000000029,68,1,12.829180008353056,6.0,11.0,17.0,25.0,30.0,42.18000000000029,68
second_serve,year,2005,18839,11683,0.6201496894739635,0,0.0,0,0.0,7156,0.3798503105260364,7156,1,12.630380100614868,6.0,11.0,16.0,24.0,29.0,43.0,79,1,12.630380100614868,6.0,11.0,16.0,24.0,29.0,43.0,79
second_serve,year,2006,23369,14616,0.6254439642261115,0,0.0,0,0.0,8753,0.37455603577388846,8753,2,12.793556494916029,6.0,11.0,17.0,24.0,30.0,41.0,72,2,12.793556494916029,6.0,11.0,17.0,24.0,30.0,41.0,72
second_serve,year,2007,16318,10426,0.6389263390121338,0,0.0,1,6.128201985537444e-05,5891,0.3610123789680108,5892,1,13.06500339443313,7.0,11.0,17.0,24.0,30.0,42.0,99,0,13.064833672776647,7.0,11.0,17.0,24.0,30.0,42.0,99
second_serve,year,2008,17817,11145,0.6255261828590671,0,0.0,1,5.6126171633832856e-05,6671,0.374417690969299,6672,1,13.317895683453237,7.0,11.0,18.0,25.0,31.0,44.0,85,0,13.317745803357314,7.0,11.0,18.0,25.0,31.0,44.0,85
second_serve,year,2009,19292,12223,0.6335786854654779,0,0.0,0,0.0,7069,0.3664213145345221,7069,1,13.557504597538548,7.0,11.0,18.0,26.0,33.0,50.0,83,1,13.557080209364832,7.0,11.0,18.0,26.0,33.0,50.0,83
second_serve,year,2010,17382,10836,0.6234035208836728,0,0.0,1,5.753077896674721e-05,6545,0.3765389483373605,6546,1,12.747021081576536,6.0,11.0,17.0,25.0,30.0,44.0,72,0,12.746868316529179,6.0,11.0,17.0,25.0,30.0,44.0,72
second_serve,year,2011,19496,12217,0.6266413623307345,0,0.0,0,0.0,7279,0.37335863766926547,7279,1,14.166506388240142,7.0,12.0,18.0,28.0,34.0,49.0,81,1,14.166506388240142,7.0,12.0,18.0,28.0,34.0,49.0,81
second_serve,year,2012,24058,15110,0.6280655083548092,0,0.0,1,4.156621498046388e-05,8947,0.37189292543021035,8948,1,13.39450156459544,6.0,11.0,18.0,26.0,33.0,48.0,89,0,13.394389807778275,6.0,11.0,18.0,26.0,33.0,48.0,89
second_serve,year,2013,19555,12462,0.6372794681667093,0,0.0,1,5.113781641523907e-05,7092,0.3626693940168755,7093,1,13.211053150993937,6.0,11.0,17.0,26.0,32.0,47.0,94,0,13.210912166925137,6.0,11.0,17.0,26.0,32.0,47.0,94
second_serve,year,2014,27920,17523,0.6276146131805158,0,0.0,0,0.0,10397,0.37238538681948424,10397,1,12.265076464364721,6.0,10.0,16.0,24.0,30.0,45.0,84,1,12.264980282773877,6.0,10.0,16.0,24.0,30.0,45.0,84
second_serve,year,2015,43591,27201,0.6240049551512927,0,0.0,0,0.0,16390,0.3759950448487073,16390,1,11.852410006101282,5.0,10.0,16.0,23.0,29.0,42.0,99,1,11.852410006101282,5.0,10.0,16.0,23.0,29.0,42.0,99
second_serve,year,2016,27770,17091,0.6154483255311487,0,0.0,0,0.0,10679,0.3845516744688513,10679,1,12.002996535256111,5.0,10.0,16.0,23.0,30.0,42.0,79,1,12.002996535256111,5.0,10.0,16.0,23.0,30.0,42.0,79
second_serve,year,2017,37844,23813,0.6292410950216679,0,0.0,1,2.6424268047775077e-05,14030,0.3707324807102843,14031,1,12.237616705865584,5.0,10.0,16.0,24.0,30.0,44.0,101,0,12.237545435107975,5.0,10.0,16.0,24.0,30.0,44.0,101
second_serve,year,2018,43355,27138,0.6259485641794488,0,0.0,3,6.919617114519663e-05,16214,0.3739822396494061,16217,1,12.334957143738052,5.0,10.0,16.0,24.0,31.0,44.0,95,0,12.334155515816736,5.0,10.0,16.0,24.0,31.0,44.0,95
second_serve,year,2019,95959,59788,0.6230577642534832,0,0.0,7,7.294782146541752e-05,36164,0.3768692879250513,36171,1,12.91169721600177,5.0,10.0,17.0,26.0,32.0,49.0,113,0,12.911503690802023,5.0,10.0,17.0,26.0,32.0,49.0,113
second_serve,year,2020,31107,19701,0.633330118622818,0,0.0,3,9.644131545954287e-05,11403,0.36657344006172243,11406,1,14.182535507627565,5.0,11.0,18.0,29.0,38.0,57.0,119,0,14.182272488164124,5.0,11.0,18.0,29.0,38.0,57.0,119
second_serve,year,2021,60816,38275,0.6293574059458037,0,0.0,1,1.644304130491976e-05,22540,0.37062615101289137,22541,1,13.609245375094273,5.0,11.0,18.0,28.0,35.0,54.0,136,0,13.609201011490173,5.0,11.0,18.0,28.0,35.0,54.0,136
second_serve,year,2022,105721,66903,0.6328260232120393,0,0.0,4,3.783543477643987e-05,38814,0.36713614135318434,38818,1,13.35911175227987,5.0,11.0,18.0,27.0,35.0,53.0,137,0,13.359008707300736,5.0,11.0,18.0,27.0,35.0,53.0,137
second_serve,year,2023,104702,66091,0.6312295849171936,0,0.0,1,9.550915932837959e-06,38610,0.3687608641668736,38611,1,13.792416668824947,6.0,11.0,18.0,28.0,36.0,56.0,210,0,13.792364870114735,6.0,11.0,18.0,28.0,36.0,56.0,210
second_serve,year,2024,121256,76006,0.6268225902223395,0,0.0,7,5.772910206505245e-05,45243,0.3731196806755954,45250,1,13.071955801104972,6.0,11.0,17.0,26.0,32.0,49.0,119,0,13.071801104972376,6.0,11.0,17.0,26.0,32.0,49.0,119
second_serve,year,2025,95305,60299,0.6326950317402025,0,0.0,1,1.0492628928177955e-05,35005,0.3672944756308693,35006,1,12.75089984574073,5.0,10.0,17.0,25.0,32.0,48.0,125,0,12.750842712677827,5.0,10.0,17.0,25.0,32.0,48.0,125
second_serve,year,2026,28087,17930,0.6383736248086304,0,0.0,0,0.0,10157,0.3616263751913697,10157,1,13.042926060844737,6.0,11.0,17.0,26.0,32.0,48.0,100,1,13.042926060844737,6.0,11.0,17.0,26.0,32.0,48.0,100
second_serve,derived_period,to_2009,376484,230481,0.6121933468620181,0,0.0,4,1.0624621497859138e-05,145999,0.3877960285164841,146003,1,11.902296528153531,6.0,10.0,15.0,22.0,28.0,42.0,136,0,11.902173243015554,6.0,10.0,15.0,22.0,28.0,42.0,136
second_serve,derived_period,2010s,356930,223179,0.6252738632224806,0,0.0,14,3.922337713277113e-05,133737,0.3746869134003866,133751,1,12.626836434867776,5.0,10.0,16.0,25.0,31.0,46.0,113,0,12.626649520377418,5.0,10.0,16.0,25.0,31.0,46.0,113
second_serve,derived_period,2020s,546994,345205,0.6310946737989813,0,0.0,17,3.107895150586661e-05,201772,0.3688742472495128,201789,1,13.330687004742577,5.0,11.0,17.0,27.0,34.0,52.0,210,0,13.33059284698373,5.0,11.0,17.0,27.0,34.0,52.0,210
