server_player,surface,derived_period,direction_code,direction_label,tactically_actionable,points,matches,server_wins,server_win_rate,first_date,last_date
Ernesto Escobedo,Hard,2010s,6,t,True,7,1,4,0.5714285714285714,2019-04-02,2019-04-02
Ernests Gulbis,Hard,2010s,4,wide,True,70,8,38,0.5428571428571428,2010-02-28,2019-02-12
Ernests Gulbis,Hard,2010s,5,body,True,76,9,31,0.40789473684210525,2010-02-28,2019-02-12
Ernests Gulbis,Hard,2010s,6,t,True,79,9,45,0.569620253164557,2010-02-28,2019-02-12
Ernests Gulbis,Hard,2020s,4,wide,True,54,6,34,0.6296296296296297,2020-01-07,2020-03-07
Ernests Gulbis,Hard,2020s,5,body,True,77,6,44,0.5714285714285714,2020-01-07,2020-03-07
Ernests Gulbis,Hard,2020s,6,t,True,56,6,32,0.5714285714285714,2020-01-07,2020-03-07
Ernests Gulbis,Clay,to_2009,4,wide,True,16,1,5,0.3125,2008-06-03,2008-06-03
Ernests Gulbis,Clay,to_2009,5,body,True,18,1,10,0.5555555555555556,2008-06-03,2008-06-03
Ernests Gulbis,Clay,to_2009,6,t,True,17,1,7,0.4117647058823529,2008-06-03,2008-06-03
Ernests Gulbis,Clay,2010s,4,wide,True,36,4,20,0.5555555555555556,2010-05-01,2014-06-06
Ernests Gulbis,Clay,2010s,5,body,True,88,4,41,0.4659090909090909,2010-05-01,2014-06-06
Ernests Gulbis,Clay,2010s,6,t,True,37,4,22,0.5945945945945946,2010-05-01,2014-06-06
Ethan Quinn,Hard,2020s,4,wide,True,56,7,32,0.5714285714285714,2024-03-07,2026-03-19
Ethan Quinn,Hard,2020s,5,body,True,98,7,50,0.5102040816326531,2024-03-07,2026-03-19
Ethan Quinn,Hard,2020s,6,t,True,49,7,22,0.4489795918367347,2024-03-07,2026-03-19
Ethan Quinn,Clay,2020s,4,wide,True,14,1,8,0.5714285714285714,2025-05-31,2025-05-31
Ethan Quinn,Clay,2020s,5,body,True,17,1,10,0.5882352941176471,2025-05-31,2025-05-31
Ethan Quinn,Clay,2020s,6,t,True,21,1,10,0.47619047619047616,2025-05-31,2025-05-31
Ethan Quinn,Grass,2020s,4,wide,True,19,2,10,0.5263157894736842,2025-06-30,2025-07-02
Ethan Quinn,Grass,2020s,5,body,True,38,2,16,0.42105263157894735,2025-06-30,2025-07-02
Ethan Quinn,Grass,2020s,6,t,True,12,2,6,0.5,2025-06-30,2025-07-02
Evan Furness,Hard,2020s,4,wide,True,4,1,2,0.5,2022-09-13,2022-09-13
Evan Furness,Hard,2020s,5,body,True,11,1,7,0.6363636363636364,2022-09-13,2022-09-13
Evan Furness,Hard,2020s,6,t,True,5,1,1,0.2,2022-09-13,2022-09-13
Evan King,Clay,2010s,4,wide,True,13,1,8,0.6153846153846154,2019-04-15,2019-04-15
Evan King,Clay,2010s,5,body,True,13,1,7,0.5384615384615384,2019-04-15,2019-04-15
Evan King,Clay,2010s,6,t,True,20,1,11,0.55,2019-04-15,2019-04-15
Evan Zhu,Hard,2020s,4,wide,True,9,1,2,0.2222222222222222,2024-04-14,2024-04-14
Evan Zhu,Hard,2020s,5,body,True,11,1,2,0.18181818181818182,2024-04-14,2024-04-14
Evgeny Donskoy,Hard,2010s,4,wide,True,44,4,30,0.6818181818181818,2016-03-10,2019-09-19
Evgeny Donskoy,Hard,2010s,5,body,True,44,4,18,0.4090909090909091,2016-03-10,2019-09-19
Evgeny Donskoy,Hard,2010s,6,t,True,25,4,12,0.48,2016-03-10,2019-09-19
Evgeny Donskoy,Hard,2020s,4,wide,True,6,1,2,0.3333333333333333,2023-01-11,2023-01-11
Evgeny Donskoy,Hard,2020s,5,body,True,10,1,5,0.5,2023-01-11,2023-01-11
Evgeny Donskoy,Hard,2020s,6,t,True,9,1,4,0.4444444444444444,2023-01-11,2023-01-11
Evgeny Korolev,Hard,to_2009,4,wide,True,4,1,2,0.5,2009-11-05,2009-11-05
Evgeny Korolev,Hard,to_2009,5,body,True,6,1,2,0.3333333333333333,2009-11-05,2009-11-05
Evgeny Korolev,Hard,to_2009,6,t,True,8,1,4,0.5,2009-11-05,2009-11-05
Fabian Marozsan,Hard,2020s,4,wide,True,162,18,82,0.5061728395061729,2021-11-28,2026-03-19
Fabian Marozsan,Hard,2020s,5,body,True,131,19,66,0.5038167938931297,2021-11-28,2026-03-19
Fabian Marozsan,Hard,2020s,6,t,True,173,18,79,0.45664739884393063,2021-11-28,2026-03-19
Fabian Marozsan,Clay,2020s,4,wide,True,50,5,28,0.56,2023-05-15,2026-04-08
Fabian Marozsan,Clay,2020s,5,body,True,31,4,14,0.45161290322580644,2023-05-15,2026-04-08
Fabian Marozsan,Clay,2020s,6,t,True,55,5,31,0.5636363636363636,2023-05-15,2026-04-08
Fabio Fognini,Hard,2010s,4,wide,True,142,14,66,0.4647887323943662,2014-03-25,2019-10-24
Fabio Fognini,Hard,2010s,5,body,True,170,14,62,0.36470588235294116,2014-03-25,2019-10-24
Fabio Fognini,Hard,2010s,6,t,True,119,14,50,0.42016806722689076,2014-03-25,2019-10-24
Fabio Fognini,Hard,2020s,4,wide,True,68,7,32,0.47058823529411764,2020-01-05,2022-08-09
Fabio Fognini,Hard,2020s,5,body,True,128,7,68,0.53125,2020-01-05,2022-08-09
Fabio Fognini,Hard,2020s,6,t,True,54,7,24,0.4444444444444444,2020-01-05,2022-08-09
Fabio Fognini,Clay,2010s,4,wide,True,158,16,76,0.4810126582278481,2012-04-29,2019-05-07
Fabio Fognini,Clay,2010s,5,body,True,164,15,81,0.49390243902439024,2012-04-29,2019-05-07
Fabio Fognini,Clay,2010s,6,t,True,134,16,69,0.5149253731343284,2012-04-29,2019-05-07
Fabio Fognini,Clay,2020s,4,wide,True,79,7,41,0.5189873417721519,2022-02-19,2024-07-19
Fabio Fognini,Clay,2020s,5,body,True,56,7,29,0.5178571428571429,2022-02-19,2024-07-19
Fabio Fognini,Clay,2020s,6,t,True,67,7,29,0.43283582089552236,2022-02-19,2024-07-19
Fabio Fognini,Grass,2010s,4,wide,True,6,2,3,0.5,2012-06-27,2012-07-29
Fabio Fognini,Grass,2010s,5,body,True,35,2,14,0.4,2012-06-27,2012-07-29
Fabio Fognini,Grass,2010s,6,t,True,12,2,5,0.4166666666666667,2012-06-27,2012-07-29
Fabio Fognini,Grass,2020s,4,wide,True,4,1,4,1.0,2025-06-30,2025-06-30
Fabio Fognini,Grass,2020s,5,body,True,38,1,20,0.5263157894736842,2025-06-30,2025-06-30
Fabio Fognini,Grass,2020s,6,t,True,19,1,10,0.5263157894736842,2025-06-30,2025-06-30
Fabrice Santoro,Hard,to_2009,4,wide,True,79,7,39,0.4936708860759494,1991-10-29,2008-01-17
Fabrice Santoro,Hard,to_2009,5,body,True,49,7,13,0.2653061224489796,1991-10-29,2008-01-17
Fabrice Santoro,Hard,to_2009,6,t,True,45,6,21,0.4666666666666667,2001-08-04,2008-01-17
Fabrice Santoro,Clay,to_2009,4,wide,True,98,5,50,0.5102040816326531,1990-09-14,2004-05-24
Fabrice Santoro,Clay,to_2009,5,body,True,119,5,57,0.4789915966386555,1990-09-14,2004-05-24
Fabrice Santoro,Clay,to_2009,6,t,True,38,5,16,0.42105263157894735,1990-09-14,2004-05-24
Facundo Arguello,Hard,2010s,4,wide,True,6,1,3,0.5,2014-01-03,2014-01-03
Facundo Arguello,Hard,2010s,5,body,True,12,1,6,0.5,2014-01-03,2014-01-03
Facundo Arguello,Hard,2010s,6,t,True,4,1,2,0.5,2014-01-03,2014-01-03
Facundo Bagnis,Hard,2010s,4,wide,True,6,1,3,0.5,2017-03-12,2017-03-12
Facundo Bagnis,Hard,2010s,5,body,True,19,1,11,0.5789473684210527,2017-03-12,2017-03-12
Facundo Bagnis,Hard,2010s,6,t,True,9,1,2,0.2222222222222222,2017-03-12,2017-03-12
Facundo Bagnis,Hard,2020s,4,wide,True,5,1,4,0.8,2021-09-03,2021-09-03
Facundo Bagnis,Hard,2020s,5,body,True,17,1,4,0.23529411764705882,2021-09-03,2021-09-03
Facundo Bagnis,Hard,2020s,6,t,True,17,1,5,0.29411764705882354,2021-09-03,2021-09-03
Facundo Bagnis,Clay,2020s,4,wide,True,41,3,24,0.5853658536585366,2024-02-10,2024-02-27
Facundo Bagnis,Clay,2020s,5,body,True,26,3,13,0.5,2024-02-10,2024-02-27
Facundo Bagnis,Clay,2020s,6,t,True,23,3,8,0.34782608695652173,2024-02-10,2024-02-27
Facundo Diaz Acosta,Hard,2020s,4,wide,True,14,2,7,0.5,2023-08-29,2025-01-09
Facundo Diaz Acosta,Hard,2020s,5,body,True,32,2,11,0.34375,2023-08-29,2025-01-09
Facundo Diaz Acosta,Hard,2020s,6,t,True,12,2,5,0.4166666666666667,2023-08-29,2025-01-09
Facundo Diaz Acosta,Clay,2020s,4,wide,True,13,2,7,0.5384615384615384,2024-02-18,2024-04-15
Facundo Diaz Acosta,Clay,2020s,5,body,True,19,2,12,0.631578947368421,2024-02-18,2024-04-15
Facundo Diaz Acosta,Clay,2020s,6,t,True,12,2,10,0.8333333333333334,2024-02-18,2024-04-15
Facundo Mena,Clay,2020s,4,wide,True,15,1,5,0.3333333333333333,2021-10-08,2021-10-08
Facundo Mena,Clay,2020s,5,body,True,9,1,3,0.3333333333333333,2021-10-08,2021-10-08
Facundo Mena,Clay,2020s,6,t,True,1,1,0,0.0,2021-10-08,2021-10-08
Farrukh Dustov,Hard,2010s,4,wide,True,9,3,2,0.2222222222222222,2014-06-30,2015-11-16
Farrukh Dustov,Hard,2010s,5,body,True,24,3,10,0.4166666666666667,2014-06-30,2015-11-16
Farrukh Dustov,Hard,2010s,6,t,True,13,3,4,0.3076923076923077,2014-06-30,2015-11-16
Federico Agustin Gomez,Clay,2020s,4,wide,True,10,1,9,0.9,2024-11-01,2024-11-01
Federico Agustin Gomez,Clay,2020s,5,body,True,11,1,9,0.8181818181818182,2024-11-01,2024-11-01
Federico Agustin Gomez,Clay,2020s,6,t,True,1,1,0,0.0,2024-11-01,2024-11-01
Federico Arnaboldi,Clay,2020s,4,wide,True,4,1,2,0.5,2025-05-23,2025-05-23
Federico Arnaboldi,Clay,2020s,5,body,True,5,1,4,0.8,2025-05-23,2025-05-23
Federico Arnaboldi,Clay,2020s,6,t,True,3,1,1,0.3333333333333333,2025-05-23,2025-05-23
Federico Cina,Hard,2020s,4,wide,True,29,4,13,0.4482758620689655,2024-04-29,2025-03-21
Federico Cina,Hard,2020s,5,body,True,39,4,20,0.5128205128205128,2024-04-29,2025-03-21
Federico Cina,Hard,2020s,6,t,True,14,4,6,0.42857142857142855,2024-04-29,2025-03-21
Federico Coria,Hard,2020s,4,wide,True,12,3,4,0.3333333333333333,2022-03-12,2023-03-23
Federico Coria,Hard,2020s,5,body,True,26,3,11,0.4230769230769231,2022-03-12,2023-03-23
Federico Coria,Hard,2020s,6,t,True,17,3,7,0.4117647058823529,2022-03-12,2023-03-23
Federico Coria,Clay,2010s,4,wide,True,10,1,6,0.6,2019-04-09,2019-04-09
Federico Coria,Clay,2010s,5,body,True,5,1,1,0.2,2019-04-09,2019-04-09
Federico Coria,Clay,2010s,6,t,True,7,1,3,0.42857142857142855,2019-04-09,2019-04-09
Federico Coria,Clay,2020s,4,wide,True,62,6,31,0.5,2020-02-19,2025-02-13
Federico Coria,Clay,2020s,5,body,True,45,5,21,0.4666666666666667,2020-02-19,2025-02-13
Federico Coria,Clay,2020s,6,t,True,37,6,20,0.5405405405405406,2020-02-19,2025-02-13
Federico Delbonis,Hard,2010s,4,wide,True,35,3,20,0.5714285714285714,2016-01-22,2018-03-11
Federico Delbonis,Hard,2010s,5,body,True,35,3,11,0.3142857142857143,2016-01-22,2018-03-11
Federico Delbonis,Hard,2010s,6,t,True,27,3,15,0.5555555555555556,2016-01-22,2018-03-11
Federico Delbonis,Hard,2020s,4,wide,True,33,3,14,0.42424242424242425,2022-01-17,2022-08-30
Federico Delbonis,Hard,2020s,5,body,True,22,3,8,0.36363636363636365,2022-01-17,2022-08-30
Federico Delbonis,Hard,2020s,6,t,True,34,3,14,0.4117647058823529,2022-01-17,2022-08-30
Federico Delbonis,Clay,2010s,4,wide,True,57,6,25,0.43859649122807015,2013-07-31,2019-07-20
Federico Delbonis,Clay,2010s,5,body,True,56,6,30,0.5357142857142857,2013-07-31,2019-07-20
Federico Delbonis,Clay,2010s,6,t,True,39,6,18,0.46153846153846156,2013-07-31,2019-07-20
Federico Delbonis,Clay,2020s,4,wide,True,63,6,34,0.5396825396825397,2021-05-06,2023-05-23
Federico Delbonis,Clay,2020s,5,body,True,46,6,28,0.6086956521739131,2021-05-06,2023-05-23
Federico Delbonis,Clay,2020s,6,t,True,35,6,23,0.6571428571428571,2021-05-06,2023-05-23
Federico Delbonis,Grass,2020s,4,wide,True,6,1,3,0.5,2022-06-27,2022-06-27
Federico Delbonis,Grass,2020s,5,body,True,18,1,11,0.6111111111111112,2022-06-27,2022-06-27
Federico Delbonis,Grass,2020s,6,t,True,2,1,0,0.0,2022-06-27,2022-06-27
Federico Gaio,Hard,2020s,4,wide,True,15,1,6,0.4,2020-01-26,2020-01-26
Federico Gaio,Hard,2020s,5,body,True,12,1,4,0.3333333333333333,2020-01-26,2020-01-26
Federico Gaio,Hard,2020s,6,t,True,2,1,0,0.0,2020-01-26,2020-01-26
Federico Gaio,Clay,2010s,4,wide,True,3,1,1,0.3333333333333333,2016-03-26,2016-03-26
Federico Gaio,Clay,2010s,5,body,True,14,1,8,0.5714285714285714,2016-03-26,2016-03-26
Federico Gaio,Clay,2010s,6,t,True,3,1,1,0.3333333333333333,2016-03-26,2016-03-26
Federico Luzzi,Clay,to_2009,4,wide,True,17,1,8,0.47058823529411764,2001-05-08,2001-05-08
Federico Luzzi,Clay,to_2009,5,body,True,31,1,15,0.4838709677419355,2001-05-08,2001-05-08
Federico Luzzi,Clay,to_2009,6,t,True,3,1,1,0.3333333333333333,2001-05-08,2001-05-08
Feliciano Lopez,Hard,to_2009,4,wide,True,67,6,31,0.4626865671641791,2003-10-17,2009-10-17
Feliciano Lopez,Hard,to_2009,5,body,True,88,6,41,0.4659090909090909,2003-10-17,2009-10-17
Feliciano Lopez,Hard,to_2009,6,t,True,47,6,19,0.40425531914893614,2003-10-17,2009-10-17
Feliciano Lopez,Hard,2010s,4,wide,True,183,15,96,0.5245901639344263,2010-09-07,2019-08-30
Feliciano Lopez,Hard,2010s,5,body,True,213,15,94,0.4413145539906103,2010-09-07,2019-08-30
Feliciano Lopez,Hard,2010s,6,t,True,172,15,74,0.43023255813953487,2010-09-07,2019-08-30
Feliciano Lopez,Hard,2020s,4,wide,True,91,11,44,0.4835164835164835,2020-01-16,2023-02-27
Feliciano Lopez,Hard,2020s,5,body,True,161,11,79,0.4906832298136646,2020-01-16,2023-02-27
Feliciano Lopez,Hard,2020s,6,t,True,222,11,107,0.481981981981982,2020-01-16,2023-02-27
Feliciano Lopez,Hard,2020s,0,unknown,False,1,1,0,0.0,2021-08-31,2021-08-31
Feliciano Lopez,Clay,2010s,4,wide,True,78,7,49,0.6282051282051282,2011-05-01,2019-04-22
Feliciano Lopez,Clay,2010s,5,body,True,76,7,38,0.5,2011-05-01,2019-04-22
Feliciano Lopez,Clay,2010s,6,t,True,70,7,37,0.5285714285714286,2011-05-01,2019-04-22
Feliciano Lopez,Clay,2020s,4,wide,True,29,3,13,0.4482758620689655,2021-07-22,2023-04-18
Feliciano Lopez,Clay,2020s,5,body,True,58,3,23,0.39655172413793105,2021-07-22,2023-04-18
Feliciano Lopez,Clay,2020s,6,t,True,50,3,23,0.46,2021-07-22,2023-04-18
Feliciano Lopez,Grass,to_2009,4,wide,True,18,1,9,0.5,2005-06-29,2005-06-29
Feliciano Lopez,Grass,to_2009,5,body,True,5,1,4,0.8,2005-06-29,2005-06-29
Feliciano Lopez,Grass,to_2009,6,t,True,17,1,9,0.5294117647058824,2005-06-29,2005-06-29
Feliciano Lopez,Grass,2010s,4,wide,True,84,8,42,0.5,2013-06-23,2019-06-06
Feliciano Lopez,Grass,2010s,5,body,True,117,8,70,0.5982905982905983,2013-06-23,2019-06-06
Feliciano Lopez,Grass,2010s,6,t,True,85,8,42,0.49411764705882355,2013-06-23,2019-06-06
Feliciano Lopez,Grass,2020s,4,wide,True,10,2,3,0.3,2021-06-29,2022-06-28
Feliciano Lopez,Grass,2020s,5,body,True,31,2,10,0.3225806451612903,2021-06-29,2022-06-28
Feliciano Lopez,Grass,2020s,6,t,True,34,2,18,0.5294117647058824,2021-06-29,2022-06-28
Felipe Meligeni Alves,Clay,2020s,4,wide,True,23,2,11,0.4782608695652174,2026-03-12,2026-03-26
Felipe Meligeni Alves,Clay,2020s,5,body,True,31,2,12,0.3870967741935484,2026-03-12,2026-03-26
Felipe Meligeni Alves,Clay,2020s,6,t,True,16,2,6,0.375,2026-03-12,2026-03-26
Felix Auger Aliassime,Hard,2010s,4,wide,True,88,11,47,0.5340909090909091,2017-03-18,2019-11-24
Felix Auger Aliassime,Hard,2010s,5,body,True,122,11,61,0.5,2017-03-18,2019-11-24
Felix Auger Aliassime,Hard,2010s,6,t,True,64,11,30,0.46875,2017-03-18,2019-11-24
Felix Auger Aliassime,Hard,2010s,0,unknown,False,1,1,0,0.0,2019-07-31,2019-07-31
Felix Auger Aliassime,Hard,2020s,4,wide,True,475,61,213,0.44842105263157894,2020-01-07,2026-02-27
Felix Auger Aliassime,Hard,2020s,5,body,True,789,61,395,0.5006337135614702,2020-01-07,2026-02-27
Felix Auger Aliassime,Hard,2020s,6,t,True,474,61,213,0.44936708860759494,2020-01-07,2026-02-27
Felix Auger Aliassime,Clay,2010s,4,wide,True,45,5,25,0.5555555555555556,2018-06-24,2019-05-05
Felix Auger Aliassime,Clay,2010s,5,body,True,49,6,24,0.4897959183673469,2018-06-24,2019-05-05
Felix Auger Aliassime,Clay,2010s,6,t,True,40,6,19,0.475,2018-06-24,2019-05-05
Felix Auger Aliassime,Clay,2020s,4,wide,True,146,14,62,0.4246575342465753,2021-05-04,2025-05-27
Felix Auger Aliassime,Clay,2020s,5,body,True,159,14,70,0.44025157232704404,2021-05-04,2025-05-27
Felix Auger Aliassime,Clay,2020s,6,t,True,118,15,57,0.4830508474576271,2021-05-04,2025-05-27
Felix Auger Aliassime,Grass,2010s,4,wide,True,15,1,11,0.7333333333333333,2019-06-20,2019-06-20
Felix Auger Aliassime,Grass,2010s,5,body,True,7,1,6,0.8571428571428571,2019-06-20,2019-06-20
Felix Auger Aliassime,Grass,2010s,6,t,True,17,1,9,0.5294117647058824,2019-06-20,2019-06-20
Felix Auger Aliassime,Grass,2020s,4,wide,True,62,8,34,0.5483870967741935,2021-06-15,2025-06-14
Felix Auger Aliassime,Grass,2020s,5,body,True,126,8,66,0.5238095238095238,2021-06-15,2025-06-14
Felix Auger Aliassime,Grass,2020s,6,t,True,93,8,53,0.5698924731182796,2021-06-15,2025-06-14
Felix Mantilla,Hard,to_2009,4,wide,True,3,1,3,1.0,1998-08-31,1998-08-31
Felix Mantilla,Hard,to_2009,5,body,True,29,1,13,0.4482758620689655,1998-08-31,1998-08-31
Felix Mantilla,Hard,to_2009,6,t,True,6,1,3,0.5,1998-08-31,1998-08-31
Felix Mantilla,Clay,to_2009,4,wide,True,55,3,26,0.4727272727272727,2002-05-07,2004-05-28
Felix Mantilla,Clay,to_2009,5,body,True,38,3,21,0.5526315789473685,2002-05-07,2004-05-28
Felix Mantilla,Clay,to_2009,6,t,True,39,3,21,0.5384615384615384,2002-05-07,2004-05-28
Fernando Gonzalez,Hard,to_2009,4,wide,True,489,30,249,0.50920245398773,2002-03-25,2009-11-13
Fernando Gonzalez,Hard,to_2009,5,body,True,296,30,148,0.5,2002-03-25,2009-11-13
Fernando Gonzalez,Hard,to_2009,6,t,True,333,30,149,0.44744744744744747,2002-03-25,2009-11-13
Fernando Gonzalez,Hard,2010s,4,wide,True,16,1,8,0.5,2010-01-24,2010-01-24
Fernando Gonzalez,Hard,2010s,5,body,True,35,1,14,0.4,2010-01-24,2010-01-24
Fernando Gonzalez,Hard,2010s,6,t,True,15,1,7,0.4666666666666667,2010-01-24,2010-01-24
Fernando Gonzalez,Clay,to_2009,4,wide,True,200,14,87,0.435,2000-05-08,2009-06-02
Fernando Gonzalez,Clay,to_2009,5,body,True,99,14,47,0.47474747474747475,2000-05-08,2009-06-02
Fernando Gonzalez,Clay,to_2009,6,t,True,123,14,62,0.5040650406504065,2000-05-08,2009-06-02
Fernando Gonzalez,Grass,to_2009,4,wide,True,68,4,38,0.5588235294117647,2005-06-29,2007-06-29
Fernando Gonzalez,Grass,to_2009,5,body,True,68,4,35,0.5147058823529411,2005-06-29,2007-06-29
Fernando Gonzalez,Grass,to_2009,6,t,True,75,4,36,0.48,2005-06-29,2007-06-29
Fernando Gonzalez,Grass,to_2009,0,unknown,False,7,1,4,0.5714285714285714,2007-06-29,2007-06-29
Fernando Meligeni,Hard,to_2009,4,wide,True,4,1,3,0.75,1996-08-03,1996-08-03
Fernando Meligeni,Hard,to_2009,5,body,True,13,1,5,0.38461538461538464,1996-08-03,1996-08-03
Fernando Meligeni,Hard,to_2009,6,t,True,4,1,3,0.75,1996-08-03,1996-08-03
Fernando Romboli,Hard,2010s,4,wide,True,5,1,0,0.0,2016-03-07,2016-03-07
Fernando Romboli,Hard,2010s,5,body,True,8,1,4,0.5,2016-03-07,2016-03-07
Fernando Romboli,Hard,2010s,6,t,True,5,1,3,0.6,2016-03-07,2016-03-07
Fernando Verdasco,Hard,to_2009,4,wide,True,101,6,55,0.5445544554455446,2007-10-28,2009-11-24
Fernando Verdasco,Hard,to_2009,5,body,True,44,5,24,0.5454545454545454,2009-01-25,2009-11-24
Fernando Verdasco,Hard,to_2009,6,t,True,77,6,38,0.4935064935064935,2007-10-28,2009-11-24
Fernando Verdasco,Hard,2010s,4,wide,True,299,21,145,0.48494983277591974,2010-01-24,2019-02-27
Fernando Verdasco,Hard,2010s,5,body,True,232,21,113,0.4870689655172414,2010-01-24,2019-02-27
Fernando Verdasco,Hard,2010s,6,t,True,190,21,84,0.4421052631578947,2010-01-24,2019-02-27
Fernando Verdasco,Hard,2020s,4,wide,True,32,2,17,0.53125,2020-01-25,2022-08-30
Fernando Verdasco,Hard,2020s,5,body,True,28,2,16,0.5714285714285714,2020-01-25,2022-08-30
Fernando Verdasco,Hard,2020s,6,t,True,26,2,9,0.34615384615384615,2020-01-25,2022-08-30
Fernando Verdasco,Clay,to_2009,4,wide,True,11,1,1,0.09090909090909091,2005-05-05,2005-05-05
Fernando Verdasco,Clay,to_2009,5,body,True,12,1,8,0.6666666666666666,2005-05-05,2005-05-05
Fernando Verdasco,Clay,to_2009,6,t,True,7,1,2,0.2857142857142857,2005-05-05,2005-05-05
Fernando Verdasco,Clay,2010s,4,wide,True,98,10,44,0.4489795918367347,2010-04-17,2019-04-22
Fernando Verdasco,Clay,2010s,5,body,True,55,9,22,0.4,2010-04-18,2019-04-22
Fernando Verdasco,Clay,2010s,6,t,True,57,10,24,0.42105263157894735,2010-04-17,2019-04-22
Fernando Verdasco,Grass,to_2009,4,wide,True,20,1,7,0.35,2006-06-15,2006-06-15
Fernando Verdasco,Grass,to_2009,5,body,True,9,1,5,0.5555555555555556,2006-06-15,2006-06-15
Fernando Verdasco,Grass,to_2009,6,t,True,8,1,4,0.5,2006-06-15,2006-06-15
Fernando Verdasco,Grass,2010s,4,wide,True,59,3,24,0.4067796610169492,2013-07-03,2019-07-08
Fernando Verdasco,Grass,2010s,5,body,True,39,3,19,0.48717948717948717,2013-07-03,2019-07-08
Fernando Verdasco,Grass,2010s,6,t,True,41,3,20,0.4878048780487805,2013-07-03,2019-07-08
Fernon Wibier,Hard,to_2009,4,wide,True,4,1,2,0.5,1996-10-30,1996-10-30
Fernon Wibier,Hard,to_2009,5,body,True,18,1,7,0.3888888888888889,1996-10-30,1996-10-30
Fernon Wibier,Hard,to_2009,6,t,True,9,1,5,0.5555555555555556,1996-10-30,1996-10-30
Filip Bergevi,Hard,2020s,4,wide,True,12,1,1,0.08333333333333333,2022-09-13,2022-09-13
Filip Bergevi,Hard,2020s,5,body,True,20,1,11,0.55,2022-09-13,2022-09-13
Filip Bergevi,Hard,2020s,6,t,True,7,1,3,0.42857142857142855,2022-09-13,2022-09-13
Filip Cristian Jianu,Clay,2020s,4,wide,True,6,1,3,0.5,2024-11-03,2024-11-03
Filip Cristian Jianu,Clay,2020s,5,body,True,4,1,2,0.5,2024-11-03,2024-11-03
Filip Cristian Jianu,Clay,2020s,6,t,True,3,1,2,0.6666666666666666,2024-11-03,2024-11-03
Filip Dewulf,Clay,to_2009,4,wide,True,33,1,14,0.42424242424242425,1997-06-06,1997-06-06
Filip Dewulf,Clay,to_2009,5,body,True,10,1,3,0.3,1997-06-06,1997-06-06
Filip Dewulf,Clay,to_2009,6,t,True,25,1,12,0.48,1997-06-06,1997-06-06
Filip Horansky,Clay,2020s,4,wide,True,6,1,0,0.0,2021-04-14,2021-04-14
Filip Horansky,Clay,2020s,5,body,True,5,1,0,0.0,2021-04-14,2021-04-14
Filip Horansky,Clay,2020s,6,t,True,7,1,2,0.2857142857142857,2021-04-14,2021-04-14
Filip Krajinovic,Hard,2010s,4,wide,True,77,9,32,0.4155844155844156,2017-11-05,2019-10-24
Filip Krajinovic,Hard,2010s,5,body,True,55,8,23,0.41818181818181815,2017-11-05,2019-10-24
Filip Krajinovic,Hard,2010s,6,t,True,55,9,28,0.509090909090909,2017-11-05,2019-10-24
Filip Krajinovic,Hard,2020s,4,wide,True,45,8,24,0.5333333333333333,2020-02-11,2023-01-17
Filip Krajinovic,Hard,2020s,5,body,True,127,8,63,0.49606299212598426,2020-02-11,2023-01-17
Filip Krajinovic,Hard,2020s,6,t,True,43,8,23,0.5348837209302325,2020-02-11,2023-01-17
Filip Krajinovic,Clay,2010s,4,wide,True,10,1,6,0.6,2019-04-07,2019-04-07
Filip Krajinovic,Clay,2010s,5,body,True,10,1,4,0.4,2019-04-07,2019-04-07
Filip Krajinovic,Clay,2010s,6,t,True,8,1,6,0.75,2019-04-07,2019-04-07
Filip Krajinovic,Clay,2020s,4,wide,True,23,3,15,0.6521739130434783,2022-05-01,2023-04-10
Filip Krajinovic,Clay,2020s,5,body,True,32,3,20,0.625,2022-05-01,2023-04-10
Filip Krajinovic,Clay,2020s,6,t,True,26,3,17,0.6538461538461539,2022-05-01,2023-04-10
Filip Krajinovic,Grass,2020s,4,wide,True,15,3,10,0.6666666666666666,2022-06-18,2022-06-30
Filip Krajinovic,Grass,2020s,5,body,True,32,3,15,0.46875,2022-06-18,2022-06-30
Filip Krajinovic,Grass,2020s,6,t,True,26,3,14,0.5384615384615384,2022-06-18,2022-06-30
Filip Misolic,Clay,2020s,4,wide,True,60,5,24,0.4,2022-05-14,2025-05-31
Filip Misolic,Clay,2020s,5,body,True,67,5,38,0.5671641791044776,2022-05-14,2025-05-31
Filip Misolic,Clay,2020s,6,t,True,45,5,20,0.4444444444444444,2022-05-14,2025-05-31
Filippo Volandri,Clay,to_2009,4,wide,True,42,5,19,0.4523809523809524,2001-09-21,2007-05-12
Filippo Volandri,Clay,to_2009,5,body,True,78,5,41,0.5256410256410257,2001-09-21,2007-05-12
Filippo Volandri,Clay,to_2009,6,t,True,36,5,18,0.5,2001-09-21,2007-05-12
Fitriadi M Rifqi,Hard,2020s,4,wide,True,7,1,4,0.5714285714285714,2023-02-04,2023-02-04
Fitriadi M Rifqi,Hard,2020s,5,body,True,3,1,1,0.3333333333333333,2023-02-04,2023-02-04
Fitriadi M Rifqi,Hard,2020s,6,t,True,1,1,0,0.0,2023-02-04,2023-02-04
Flavio Cobolli,Hard,2020s,4,wide,True,191,12,97,0.5078534031413613,2024-08-07,2025-11-23
