server_player,surface,derived_period,direction_code,direction_label,tactically_actionable,points,matches,server_wins,server_win_rate,first_date,last_date
Sanam Singh,Hard,2010s,6,t,True,4,1,1,0.25,2015-10-14,2015-10-14
Sandro Ehrat,Clay,2010s,4,wide,True,10,1,4,0.4,2019-07-22,2019-07-22
Sandro Ehrat,Clay,2010s,5,body,True,6,1,4,0.6666666666666666,2019-07-22,2019-07-22
Sandro Ehrat,Clay,2010s,6,t,True,12,1,5,0.4166666666666667,2019-07-22,2019-07-22
Sanjar Fayziev,Clay,2010s,4,wide,True,9,1,5,0.5555555555555556,2017-05-16,2017-05-16
Sanjar Fayziev,Clay,2010s,5,body,True,13,1,6,0.46153846153846156,2017-05-16,2017-05-16
Sanjar Fayziev,Clay,2010s,6,t,True,6,1,1,0.16666666666666666,2017-05-16,2017-05-16
Santiago Giraldo,Clay,2010s,4,wide,True,9,2,1,0.1111111111111111,2015-02-13,2015-04-23
Santiago Giraldo,Clay,2010s,5,body,True,19,2,8,0.42105263157894735,2015-02-13,2015-04-23
Santiago Giraldo,Clay,2010s,6,t,True,10,2,5,0.5,2015-02-13,2015-04-23
Sargis Sargsian,Hard,to_2009,4,wide,True,8,1,2,0.25,2004-10-26,2004-10-26
Sargis Sargsian,Hard,to_2009,5,body,True,14,1,10,0.7142857142857143,2004-10-26,2004-10-26
Sargis Sargsian,Hard,to_2009,6,t,True,10,1,4,0.4,2004-10-26,2004-10-26
Sascha Gueymard Wayenburg,Clay,2020s,4,wide,True,4,1,1,0.25,2022-05-16,2022-05-16
Sascha Gueymard Wayenburg,Clay,2020s,5,body,True,20,1,10,0.5,2022-05-16,2022-05-16
Scott Draper,Hard,to_2009,4,wide,True,13,1,2,0.15384615384615385,1998-07-27,1998-07-27
Scott Draper,Hard,to_2009,5,body,True,1,1,0,0.0,1998-07-27,1998-07-27
Scott Draper,Hard,to_2009,6,t,True,10,1,3,0.3,1998-07-27,1998-07-27
Scott Draper,Grass,to_2009,4,wide,True,19,1,11,0.5789473684210527,1999-06-21,1999-06-21
Scott Draper,Grass,to_2009,5,body,True,11,1,6,0.5454545454545454,1999-06-21,1999-06-21
Scott Draper,Grass,to_2009,6,t,True,14,1,6,0.42857142857142855,1999-06-21,1999-06-21
Scott Griekspoor,Hard,2010s,4,wide,True,18,2,10,0.5555555555555556,2015-10-05,2019-04-25
Scott Griekspoor,Hard,2010s,5,body,True,21,2,10,0.47619047619047616,2015-10-05,2019-04-25
Scott Griekspoor,Hard,2010s,6,t,True,23,2,12,0.5217391304347826,2015-10-05,2019-04-25
Scott Griekspoor,Clay,2010s,4,wide,True,14,1,7,0.5,2018-06-24,2018-06-24
Scott Griekspoor,Clay,2010s,5,body,True,11,1,7,0.6363636363636364,2018-06-24,2018-06-24
Scott Griekspoor,Clay,2010s,6,t,True,6,1,3,0.5,2018-06-24,2018-06-24
Scoville Jenkins,Hard,to_2009,4,wide,True,19,1,10,0.5263157894736842,2005-08-31,2005-08-31
Scoville Jenkins,Hard,to_2009,5,body,True,16,1,9,0.5625,2005-08-31,2005-08-31
Scoville Jenkins,Hard,to_2009,6,t,True,14,1,5,0.35714285714285715,2005-08-31,2005-08-31
Sebastian Baez,Hard,2020s,4,wide,True,87,18,32,0.367816091954023,2022-02-09,2026-03-10
Sebastian Baez,Hard,2020s,5,body,True,109,17,53,0.48623853211009177,2022-02-09,2026-01-02
Sebastian Baez,Hard,2020s,6,t,True,112,18,44,0.39285714285714285,2022-02-09,2026-03-10
Sebastian Baez,Clay,2020s,4,wide,True,232,31,113,0.4870689655172414,2021-06-13,2025-04-06
Sebastian Baez,Clay,2020s,5,body,True,180,25,88,0.4888888888888889,2021-06-13,2025-04-06
Sebastian Baez,Clay,2020s,6,t,True,242,26,119,0.49173553719008267,2021-06-13,2025-04-06
Sebastian Baez,Grass,2020s,4,wide,True,3,1,1,0.3333333333333333,2024-06-26,2024-06-26
Sebastian Baez,Grass,2020s,5,body,True,5,1,3,0.6,2024-06-26,2024-06-26
Sebastian Baez,Grass,2020s,6,t,True,6,1,3,0.5,2024-06-26,2024-06-26
Sebastian Fanselow,Hard,2010s,4,wide,True,4,1,3,0.75,2015-11-02,2015-11-02
Sebastian Fanselow,Hard,2010s,5,body,True,6,1,4,0.6666666666666666,2015-11-02,2015-11-02
Sebastian Fanselow,Hard,2010s,6,t,True,5,1,2,0.4,2015-11-02,2015-11-02
Sebastian Korda,Hard,2020s,4,wide,True,432,33,209,0.4837962962962963,2021-08-05,2026-03-24
Sebastian Korda,Hard,2020s,5,body,True,338,32,187,0.5532544378698225,2021-08-05,2026-03-24
Sebastian Korda,Hard,2020s,6,t,True,341,33,165,0.4838709677419355,2021-08-05,2026-03-24
Sebastian Korda,Clay,2020s,4,wide,True,113,8,59,0.5221238938053098,2022-04-13,2025-05-30
Sebastian Korda,Clay,2020s,5,body,True,71,8,31,0.43661971830985913,2022-04-13,2025-05-30
Sebastian Korda,Clay,2020s,6,t,True,96,8,49,0.5104166666666666,2022-04-13,2025-05-30
Sebastian Korda,Grass,2020s,4,wide,True,95,8,50,0.5263157894736842,2023-07-05,2024-07-02
Sebastian Korda,Grass,2020s,5,body,True,77,8,47,0.6103896103896104,2023-07-05,2024-07-02
Sebastian Korda,Grass,2020s,6,t,True,86,8,41,0.47674418604651164,2023-07-05,2024-07-02
Sebastian Ofner,Hard,2020s,4,wide,True,16,2,8,0.5,2023-10-01,2023-10-07
Sebastian Ofner,Hard,2020s,5,body,True,19,2,11,0.5789473684210527,2023-10-01,2023-10-07
Sebastian Ofner,Hard,2020s,6,t,True,13,2,6,0.46153846153846156,2023-10-01,2023-10-07
Sebastian Ofner,Clay,2020s,4,wide,True,94,7,44,0.46808510638297873,2022-07-28,2025-05-23
Sebastian Ofner,Clay,2020s,5,body,True,76,7,36,0.47368421052631576,2022-07-28,2025-05-23
Sebastian Ofner,Clay,2020s,6,t,True,39,7,19,0.48717948717948717,2022-07-28,2025-05-23
Sebastien Grosjean,Hard,to_2009,4,wide,True,160,7,86,0.5375,1999-07-16,2002-10-19
Sebastien Grosjean,Hard,to_2009,5,body,True,77,7,40,0.5194805194805194,1999-07-16,2002-10-19
Sebastien Grosjean,Hard,to_2009,6,t,True,101,6,47,0.46534653465346537,1999-07-16,2002-10-19
Sebastien Grosjean,Clay,to_2009,4,wide,True,22,2,8,0.36363636363636365,2002-06-05,2002-12-01
Sebastien Grosjean,Clay,to_2009,5,body,True,47,2,22,0.46808510638297873,2002-06-05,2002-12-01
Sebastien Grosjean,Clay,to_2009,6,t,True,7,2,3,0.42857142857142855,2002-06-05,2002-12-01
Sebastien Grosjean,Grass,to_2009,4,wide,True,124,5,58,0.46774193548387094,2001-12-02,2005-06-29
Sebastien Grosjean,Grass,to_2009,5,body,True,64,5,33,0.515625,2001-12-02,2005-06-29
Sebastien Grosjean,Grass,to_2009,6,t,True,43,4,20,0.46511627906976744,2001-12-02,2005-06-29
Sebastien Lareau,Grass,to_2009,4,wide,True,6,1,3,0.5,1999-06-23,1999-06-23
Sebastien Lareau,Grass,to_2009,5,body,True,15,1,6,0.4,1999-06-23,1999-06-23
Sebastien Lareau,Grass,to_2009,6,t,True,2,1,2,1.0,1999-06-23,1999-06-23
Seong Chan Hong,Hard,2020s,4,wide,True,4,1,1,0.25,2024-03-07,2024-03-07
Seong Chan Hong,Hard,2020s,5,body,True,14,1,6,0.42857142857142855,2024-03-07,2024-03-07
Seong Chan Hong,Hard,2020s,6,t,True,11,1,7,0.6363636363636364,2024-03-07,2024-03-07
Sergey Fomin,Clay,2010s,4,wide,True,19,1,6,0.3157894736842105,2019-05-06,2019-05-06
Sergey Fomin,Clay,2010s,5,body,True,20,1,8,0.4,2019-05-06,2019-05-06
Sergey Fomin,Clay,2010s,6,t,True,4,1,1,0.25,2019-05-06,2019-05-06
Sergey Fomin,Clay,2020s,4,wide,True,9,1,7,0.7777777777777778,2022-05-21,2022-05-21
Sergey Fomin,Clay,2020s,5,body,True,15,1,5,0.3333333333333333,2022-05-21,2022-05-21
Sergey Fomin,Clay,2020s,6,t,True,6,1,5,0.8333333333333334,2022-05-21,2022-05-21
Sergi Bruguera,Hard,to_2009,4,wide,True,107,8,49,0.45794392523364486,1990-11-03,1997-03-23
Sergi Bruguera,Hard,to_2009,5,body,True,45,8,16,0.35555555555555557,1990-11-03,1997-03-23
Sergi Bruguera,Hard,to_2009,6,t,True,90,8,39,0.43333333333333335,1990-11-03,1997-03-23
Sergi Bruguera,Clay,to_2009,4,wide,True,189,14,104,0.5502645502645502,1991-04-28,1997-06-08
Sergi Bruguera,Clay,to_2009,5,body,True,156,14,74,0.47435897435897434,1991-04-28,1997-06-08
Sergi Bruguera,Clay,to_2009,6,t,True,166,14,91,0.5481927710843374,1991-04-28,1997-06-08
Sergi Bruguera,Clay,to_2009,0,unknown,False,1,1,1,1.0,1995-05-22,1995-05-22
Sergio Casal,Hard,to_2009,4,wide,True,9,1,5,0.5555555555555556,1986-11-02,1986-11-02
Sergio Casal,Hard,to_2009,5,body,True,29,1,12,0.41379310344827586,1986-11-02,1986-11-02
Sergio Casal,Hard,to_2009,6,t,True,2,1,0,0.0,1986-11-02,1986-11-02
Sergio Cortes,Hard,to_2009,4,wide,True,5,1,1,0.2,1993-09-05,1993-09-05
Sergio Cortes,Hard,to_2009,5,body,True,9,1,3,0.3333333333333333,1993-09-05,1993-09-05
Sergio Cortes,Hard,to_2009,6,t,True,11,1,4,0.36363636363636365,1993-09-05,1993-09-05
Sergiy Stakhovsky,Hard,2010s,4,wide,True,59,8,33,0.559322033898305,2015-02-21,2019-04-14
Sergiy Stakhovsky,Hard,2010s,5,body,True,106,8,57,0.5377358490566038,2014-01-09,2019-04-14
Sergiy Stakhovsky,Hard,2010s,6,t,True,36,8,22,0.6111111111111112,2015-02-21,2019-04-14
Sergiy Stakhovsky,Hard,2020s,4,wide,True,9,2,4,0.4444444444444444,2020-02-04,2022-01-11
Sergiy Stakhovsky,Hard,2020s,5,body,True,32,2,13,0.40625,2020-02-04,2022-01-11
Sergiy Stakhovsky,Hard,2020s,6,t,True,15,2,7,0.4666666666666667,2020-02-04,2022-01-11
Sergiy Stakhovsky,Clay,2010s,4,wide,True,17,2,7,0.4117647058823529,2013-09-13,2017-05-31
Sergiy Stakhovsky,Clay,2010s,5,body,True,47,2,21,0.44680851063829785,2013-09-13,2017-05-31
Sergiy Stakhovsky,Clay,2010s,6,t,True,30,2,9,0.3,2013-09-13,2017-05-31
Sergiy Stakhovsky,Grass,2010s,4,wide,True,34,3,21,0.6176470588235294,2013-06-26,2019-06-19
Sergiy Stakhovsky,Grass,2010s,5,body,True,69,3,41,0.5942028985507246,2013-06-26,2019-06-19
Sergiy Stakhovsky,Grass,2010s,6,t,True,22,3,12,0.5454545454545454,2013-06-26,2019-06-19
Shintaro Mochizuki,Hard,2020s,4,wide,True,9,1,3,0.3333333333333333,2026-01-02,2026-01-02
Shintaro Mochizuki,Hard,2020s,5,body,True,10,1,4,0.4,2026-01-02,2026-01-02
Shintaro Mochizuki,Hard,2020s,6,t,True,8,1,4,0.5,2026-01-02,2026-01-02
Shintaro Mochizuki,Clay,2020s,4,wide,True,24,1,11,0.4583333333333333,2024-05-26,2024-05-26
Shintaro Mochizuki,Clay,2020s,5,body,True,8,1,4,0.5,2024-05-26,2024-05-26
Shintaro Mochizuki,Clay,2020s,6,t,True,36,1,16,0.4444444444444444,2024-05-26,2024-05-26
Sho Katayama,Hard,2010s,4,wide,True,1,1,1,1.0,2015-11-23,2015-11-23
Sho Katayama,Hard,2010s,5,body,True,8,1,6,0.75,2015-11-23,2015-11-23
Sho Katayama,Hard,2010s,6,t,True,5,1,4,0.8,2015-11-23,2015-11-23
Sho Shimabukuro,Grass,2020s,4,wide,True,17,1,11,0.6470588235294118,2023-07-05,2023-07-05
Sho Shimabukuro,Grass,2020s,5,body,True,9,1,2,0.2222222222222222,2023-07-05,2023-07-05
Sho Shimabukuro,Grass,2020s,6,t,True,11,1,4,0.36363636363636365,2023-07-05,2023-07-05
Simone Bolelli,Hard,2010s,4,wide,True,19,3,10,0.5263157894736842,2015-01-21,2015-10-06
Simone Bolelli,Hard,2010s,5,body,True,42,3,20,0.47619047619047616,2015-01-21,2015-10-06
Simone Bolelli,Hard,2010s,6,t,True,23,3,9,0.391304347826087,2015-01-21,2015-10-06
Sjeng Schalken,Hard,to_2009,4,wide,True,35,3,12,0.34285714285714286,2002-09-05,2004-01-24
Sjeng Schalken,Hard,to_2009,5,body,True,18,3,10,0.5555555555555556,2002-09-05,2004-01-24
Sjeng Schalken,Hard,to_2009,6,t,True,42,3,26,0.6190476190476191,2002-09-05,2004-01-24
Sjeng Schalken,Grass,to_2009,4,wide,True,29,3,12,0.41379310344827586,2002-07-03,2004-07-01
Sjeng Schalken,Grass,to_2009,5,body,True,35,3,20,0.5714285714285714,2002-07-03,2004-07-01
Sjeng Schalken,Grass,to_2009,6,t,True,44,3,20,0.45454545454545453,2002-07-03,2004-07-01
Slobodan Zivojinovic,Hard,to_2009,4,wide,True,51,1,25,0.49019607843137253,1987-09-05,1987-09-05
Slobodan Zivojinovic,Hard,to_2009,5,body,True,33,1,18,0.5454545454545454,1987-09-05,1987-09-05
Slobodan Zivojinovic,Hard,to_2009,6,t,True,6,1,3,0.5,1987-09-05,1987-09-05
Slobodan Zivojinovic,Grass,to_2009,4,wide,True,32,2,13,0.40625,1985-12-06,1986-07-04
Slobodan Zivojinovic,Grass,to_2009,5,body,True,17,2,4,0.23529411764705882,1985-12-06,1986-07-04
Slobodan Zivojinovic,Grass,to_2009,6,t,True,22,2,11,0.5,1985-12-06,1986-07-04
Somdev Devvarman,Hard,2010s,4,wide,True,10,2,5,0.5,2013-03-24,2014-09-22
Somdev Devvarman,Hard,2010s,5,body,True,24,2,15,0.625,2013-03-24,2014-09-22
Somdev Devvarman,Hard,2010s,6,t,True,7,1,2,0.2857142857142857,2014-09-22,2014-09-22
Soon Woo Kwon,Hard,2010s,4,wide,True,7,1,1,0.14285714285714285,2018-09-23,2018-09-23
Soon Woo Kwon,Hard,2010s,5,body,True,29,1,16,0.5517241379310345,2018-09-23,2018-09-23
Soon Woo Kwon,Hard,2010s,6,t,True,7,1,3,0.42857142857142855,2018-09-23,2018-09-23
Soon Woo Kwon,Hard,2020s,4,wide,True,53,5,26,0.49056603773584906,2022-02-03,2023-02-21
Soon Woo Kwon,Hard,2020s,5,body,True,59,5,34,0.576271186440678,2022-02-03,2023-02-21
Soon Woo Kwon,Hard,2020s,6,t,True,41,5,23,0.5609756097560976,2022-02-03,2023-02-21
Stan Smith,Grass,to_2009,4,wide,True,29,2,17,0.5862068965517241,1971-07-04,1971-09-16
Stan Smith,Grass,to_2009,5,body,True,21,2,6,0.2857142857142857,1971-07-04,1971-09-16
Stan Smith,Grass,to_2009,6,t,True,19,2,15,0.7894736842105263,1971-07-04,1971-09-16
Stan Wawrinka,Hard,to_2009,4,wide,True,35,3,22,0.6285714285714286,2006-02-20,2008-01-05
Stan Wawrinka,Hard,to_2009,5,body,True,15,3,8,0.5333333333333333,2006-02-20,2008-01-05
Stan Wawrinka,Hard,to_2009,6,t,True,32,3,11,0.34375,2006-02-20,2008-01-05
Stan Wawrinka,Hard,2010s,4,wide,True,780,57,414,0.5307692307692308,2010-09-05,2019-10-19
Stan Wawrinka,Hard,2010s,5,body,True,696,56,389,0.5589080459770115,2010-09-05,2019-10-19
Stan Wawrinka,Hard,2010s,6,t,True,664,57,348,0.5240963855421686,2010-09-05,2019-10-19
Stan Wawrinka,Hard,2020s,4,wide,True,599,29,303,0.5058430717863105,2020-01-10,2026-02-25
Stan Wawrinka,Hard,2020s,5,body,True,245,27,119,0.4857142857142857,2020-01-10,2026-02-25
Stan Wawrinka,Hard,2020s,6,t,True,338,29,184,0.5443786982248521,2020-01-10,2026-02-25
Stan Wawrinka,Clay,to_2009,4,wide,True,28,2,17,0.6071428571428571,2008-05-11,2009-04-16
Stan Wawrinka,Clay,to_2009,5,body,True,14,2,10,0.7142857142857143,2008-05-11,2009-04-16
Stan Wawrinka,Clay,to_2009,6,t,True,20,2,9,0.45,2008-05-11,2009-04-16
Stan Wawrinka,Clay,2010s,4,wide,True,397,23,224,0.5642317380352645,2010-04-30,2019-06-05
Stan Wawrinka,Clay,2010s,5,body,True,135,21,77,0.5703703703703704,2010-06-01,2019-06-05
Stan Wawrinka,Clay,2010s,6,t,True,240,23,127,0.5291666666666667,2010-04-30,2019-06-05
Stan Wawrinka,Clay,2020s,4,wide,True,179,10,98,0.547486033519553,2020-09-28,2025-05-04
Stan Wawrinka,Clay,2020s,5,body,True,88,10,45,0.5113636363636364,2020-09-28,2025-05-04
Stan Wawrinka,Clay,2020s,6,t,True,112,10,62,0.5535714285714286,2020-09-28,2025-05-04
Stan Wawrinka,Grass,to_2009,4,wide,True,26,1,12,0.46153846153846156,2008-06-30,2008-06-30
Stan Wawrinka,Grass,to_2009,5,body,True,2,1,2,1.0,2008-06-30,2008-06-30
Stan Wawrinka,Grass,to_2009,6,t,True,24,1,8,0.3333333333333333,2008-06-30,2008-06-30
Stan Wawrinka,Grass,2010s,4,wide,True,118,8,62,0.5254237288135594,2012-07-29,2019-07-03
Stan Wawrinka,Grass,2010s,5,body,True,97,8,62,0.6391752577319587,2012-07-29,2019-07-03
Stan Wawrinka,Grass,2010s,6,t,True,111,8,59,0.5315315315315315,2012-07-29,2019-07-03
Stan Wawrinka,Grass,2020s,4,wide,True,69,4,37,0.5362318840579711,2022-06-16,2024-07-01
Stan Wawrinka,Grass,2020s,5,body,True,47,4,23,0.48936170212765956,2022-06-16,2024-07-01
Stan Wawrinka,Grass,2020s,6,t,True,51,4,26,0.5098039215686274,2022-06-16,2024-07-01
Stefan Edberg,Hard,to_2009,4,wide,True,1473,133,746,0.506449422946368,1985-01-06,1996-10-30
Stefan Edberg,Hard,to_2009,5,body,True,1755,133,973,0.5544159544159544,1985-01-06,1996-10-30
Stefan Edberg,Hard,to_2009,6,t,True,1176,133,583,0.4957482993197279,1985-01-06,1996-10-30
Stefan Edberg,Hard,to_2009,0,unknown,False,2,1,0,0.0,1988-01-23,1988-01-23
Stefan Edberg,Hard,2010s,4,wide,True,4,1,3,0.75,2012-01-06,2012-01-06
Stefan Edberg,Hard,2010s,5,body,True,7,1,2,0.2857142857142857,2012-01-06,2012-01-06
Stefan Edberg,Hard,2010s,6,t,True,5,1,4,0.8,2012-01-06,2012-01-06
Stefan Edberg,Clay,to_2009,4,wide,True,348,25,171,0.49137931034482757,1988-07-22,1996-07-18
Stefan Edberg,Clay,to_2009,5,body,True,355,25,176,0.49577464788732395,1988-07-22,1996-07-18
Stefan Edberg,Clay,to_2009,6,t,True,257,25,112,0.4357976653696498,1988-07-22,1996-07-18
Stefan Edberg,Grass,to_2009,4,wide,True,384,30,198,0.515625,1985-12-07,1996-06-24
Stefan Edberg,Grass,to_2009,5,body,True,496,30,292,0.5887096774193549,1985-12-07,1996-06-24
Stefan Edberg,Grass,to_2009,6,t,True,298,29,167,0.5604026845637584,1985-12-07,1996-06-24
Stefan Edberg,Grass,to_2009,0,unknown,False,4,2,1,0.25,1985-12-07,1990-06-16
Stefan Koubek,Clay,to_2009,4,wide,True,4,1,1,0.25,2003-05-03,2003-05-03
Stefan Koubek,Clay,to_2009,5,body,True,5,1,1,0.2,2003-05-03,2003-05-03
Stefan Koubek,Clay,to_2009,6,t,True,3,1,0,0.0,2003-05-03,2003-05-03
Stefan Kozlov,Hard,2020s,4,wide,True,25,2,15,0.6,2021-05-30,2022-02-21
Stefan Kozlov,Hard,2020s,5,body,True,11,2,6,0.5454545454545454,2021-05-30,2022-02-21
Stefan Kozlov,Hard,2020s,6,t,True,5,2,3,0.6,2021-05-30,2022-02-21
Stefano Napolitano,Hard,2010s,4,wide,True,4,1,3,0.75,2016-03-07,2016-03-07
Stefano Napolitano,Hard,2010s,5,body,True,18,1,16,0.8888888888888888,2016-03-07,2016-03-07
Stefano Napolitano,Hard,2010s,6,t,True,7,1,4,0.5714285714285714,2016-03-07,2016-03-07
Stefano Pescosolido,Hard,to_2009,4,wide,True,6,1,3,0.5,1996-08-05,1996-08-05
Stefano Pescosolido,Hard,to_2009,5,body,True,19,1,8,0.42105263157894735,1996-08-05,1996-08-05
Stefano Pescosolido,Hard,to_2009,6,t,True,7,1,2,0.2857142857142857,1996-08-05,1996-08-05
Stefano Travaglia,Clay,2010s,4,wide,True,17,1,12,0.7058823529411765,2019-08-02,2019-08-02
Stefano Travaglia,Clay,2010s,5,body,True,4,1,1,0.25,2019-08-02,2019-08-02
Stefano Travaglia,Clay,2010s,6,t,True,6,1,4,0.6666666666666666,2019-08-02,2019-08-02
Stefanos Sakellaridis,Hard,2020s,4,wide,True,25,3,12,0.48,2025-03-04,2025-11-02
Stefanos Sakellaridis,Hard,2020s,5,body,True,21,3,13,0.6190476190476191,2025-03-04,2025-11-02
Stefanos Sakellaridis,Hard,2020s,6,t,True,30,3,18,0.6,2025-03-04,2025-11-02
Stefanos Tsitsipas,Hard,2010s,4,wide,True,290,35,154,0.5310344827586206,2017-10-20,2019-11-16
Stefanos Tsitsipas,Hard,2010s,5,body,True,688,36,347,0.5043604651162791,2017-10-20,2019-11-16
Stefanos Tsitsipas,Hard,2010s,6,t,True,154,32,77,0.5,2017-10-20,2019-11-16
Stefanos Tsitsipas,Hard,2020s,4,wide,True,780,89,410,0.5256410256410257,2020-01-03,2026-03-23
Stefanos Tsitsipas,Hard,2020s,5,body,True,1192,89,651,0.5461409395973155,2020-01-03,2026-03-23
Stefanos Tsitsipas,Hard,2020s,6,t,True,790,90,418,0.529113924050633,2020-01-03,2026-03-23
Stefanos Tsitsipas,Hard,2020s,0,unknown,False,1,1,0,0.0,2023-01-20,2023-01-20
Stefanos Tsitsipas,Clay,2010s,4,wide,True,70,7,34,0.4857142857142857,2018-04-16,2019-05-18
Stefanos Tsitsipas,Clay,2010s,5,body,True,81,7,44,0.5432098765432098,2018-04-16,2019-05-18
Stefanos Tsitsipas,Clay,2010s,6,t,True,47,7,25,0.5319148936170213,2018-04-16,2019-05-18
Stefanos Tsitsipas,Clay,2020s,4,wide,True,603,55,307,0.5091210613598673,2020-09-16,2026-05-07
Stefanos Tsitsipas,Clay,2020s,5,body,True,534,53,282,0.5280898876404494,2020-09-16,2026-05-07
Stefanos Tsitsipas,Clay,2020s,6,t,True,514,55,286,0.556420233463035,2020-09-16,2026-05-07
Stefanos Tsitsipas,Clay,2020s,0,unknown,False,1,1,0,0.0,2022-05-26,2022-05-26
Stefanos Tsitsipas,Grass,2010s,4,wide,True,39,4,23,0.5897435897435898,2016-07-08,2019-07-01
Stefanos Tsitsipas,Grass,2010s,5,body,True,99,4,53,0.5353535353535354,2016-07-08,2019-07-01
Stefanos Tsitsipas,Grass,2010s,6,t,True,20,3,9,0.45,2016-07-08,2019-07-01
Stefanos Tsitsipas,Grass,2020s,4,wide,True,90,8,52,0.5777777777777777,2022-06-10,2024-06-20
Stefanos Tsitsipas,Grass,2020s,5,body,True,103,8,58,0.5631067961165048,2022-06-10,2024-06-20
Stefanos Tsitsipas,Grass,2020s,6,t,True,132,8,65,0.49242424242424243,2022-06-10,2024-06-20
Stephane Robert,Hard,2010s,4,wide,True,21,2,10,0.47619047619047616,2017-03-12,2019-04-10
Stephane Robert,Hard,2010s,5,body,True,27,2,9,0.3333333333333333,2017-03-12,2019-04-10
Stephane Robert,Hard,2010s,6,t,True,22,2,9,0.4090909090909091,2017-03-12,2019-04-10
Stephane Robert,Clay,2010s,4,wide,True,27,2,10,0.37037037037037035,2016-07-16,2019-07-16
Stephane Robert,Clay,2010s,5,body,True,15,2,6,0.4,2016-07-16,2019-07-16
Stephane Robert,Clay,2010s,6,t,True,25,2,10,0.4,2016-07-16,2019-07-16
Steve Darcis,Hard,2010s,4,wide,True,38,2,12,0.3157894736842105,2015-09-03,2019-11-03
Steve Darcis,Hard,2010s,5,body,True,23,2,11,0.4782608695652174,2015-09-03,2019-11-03
Steve Darcis,Hard,2010s,6,t,True,12,2,8,0.6666666666666666,2015-09-03,2019-11-03
Steve Darcis,Hard,2020s,4,wide,True,35,2,18,0.5142857142857142,2020-01-03,2020-01-15
Steve Darcis,Hard,2020s,5,body,True,33,2,12,0.36363636363636365,2020-01-03,2020-01-15
Steve Darcis,Hard,2020s,6,t,True,8,2,4,0.5,2020-01-03,2020-01-15
Steve Darcis,Grass,2010s,4,wide,True,31,1,18,0.5806451612903226,2013-06-24,2013-06-24
Steve Darcis,Grass,2010s,5,body,True,4,1,1,0.25,2013-06-24,2013-06-24
Steve Darcis,Grass,2010s,6,t,True,13,1,8,0.6153846153846154,2013-06-24,2013-06-24
Steve Denton,Grass,to_2009,4,wide,True,17,1,6,0.35294117647058826,1982-12-13,1982-12-13
Steve Denton,Grass,to_2009,5,body,True,18,1,4,0.2222222222222222,1982-12-13,1982-12-13
Steve Denton,Grass,to_2009,6,t,True,2,1,1,0.5,1982-12-13,1982-12-13
Steve Johnson,Hard,2010s,4,wide,True,101,8,60,0.594059405940594,2015-02-20,2019-03-08
Steve Johnson,Hard,2010s,5,body,True,85,8,54,0.6352941176470588,2015-02-20,2019-03-08
Steve Johnson,Hard,2010s,6,t,True,69,8,37,0.5362318840579711,2015-02-20,2019-03-08
Steve Johnson,Hard,2020s,4,wide,True,62,6,30,0.4838709677419355,2020-01-20,2022-10-05
Steve Johnson,Hard,2020s,5,body,True,48,6,19,0.3958333333333333,2020-01-20,2022-10-05
Steve Johnson,Hard,2020s,6,t,True,64,6,28,0.4375,2020-01-20,2022-10-05
Steve Johnson,Clay,2010s,4,wide,True,70,4,40,0.5714285714285714,2015-05-11,2019-05-12
Steve Johnson,Clay,2010s,5,body,True,30,4,14,0.4666666666666667,2015-05-11,2019-05-12
Steve Johnson,Clay,2010s,6,t,True,46,4,23,0.5,2015-05-11,2019-05-12
Steve Johnson,Clay,2020s,4,wide,True,18,1,5,0.2777777777777778,2022-05-26,2022-05-26
Steve Johnson,Clay,2020s,5,body,True,8,1,2,0.25,2022-05-26,2022-05-26
Steve Johnson,Clay,2020s,6,t,True,17,1,9,0.5294117647058824,2022-05-26,2022-05-26
Steve Johnson,Grass,2010s,4,wide,True,11,1,4,0.36363636363636365,2019-07-06,2019-07-06
Steve Johnson,Grass,2010s,5,body,True,16,1,3,0.1875,2019-07-06,2019-07-06
Steve Johnson,Grass,2010s,6,t,True,16,1,5,0.3125,2019-07-06,2019-07-06
Steve Johnson,Grass,2020s,4,wide,True,13,1,9,0.6923076923076923,2022-07-15,2022-07-15
Steve Johnson,Grass,2020s,5,body,True,18,1,11,0.6111111111111112,2022-07-15,2022-07-15
Steve Johnson,Grass,2020s,6,t,True,8,1,6,0.75,2022-07-15,2022-07-15
Steven Diez,Clay,2010s,4,wide,True,4,1,0,0.0,2014-06-09,2014-06-09
Steven Diez,Clay,2010s,5,body,True,9,1,4,0.4444444444444444,2014-06-09,2014-06-09
Steven Diez,Clay,2010s,6,t,True,3,1,0,0.0,2014-06-09,2014-06-09
Steven Diez,Clay,2020s,4,wide,True,11,2,2,0.18181818181818182,2022-03-04,2022-03-05
Steven Diez,Clay,2020s,5,body,True,14,2,7,0.5,2022-03-04,2022-03-05
Steven Diez,Clay,2020s,6,t,True,17,2,8,0.47058823529411764,2022-03-04,2022-03-05
Strong Kirchheimer,Hard,2020s,4,wide,True,4,1,2,0.5,2024-07-01,2024-07-01
Strong Kirchheimer,Hard,2020s,5,body,True,2,1,1,0.5,2024-07-01,2024-07-01
Strong Kirchheimer,Hard,2020s,6,t,True,13,1,4,0.3076923076923077,2024-07-01,2024-07-01
Sumit Nagal,Hard,2020s,4,wide,True,31,2,13,0.41935483870967744,2026-02-07,2026-02-08
