fold,surface,rank,direction,comparison_scope,explanation_code,orientations,share_within_rank_direction,mean_server_component,mean_opponent_component,mean_absolute_component_difference
2023,Hard,1,wide,surface,evidence_threshold_just_met,2,0.006172839506172839,0.570136852394917,0.5439881524175472,0.026148699977369738
2023,Hard,1,wide,surface,opponent_component_higher,109,0.33641975308641975,0.5156131863558713,0.5520599579168548,0.03644677156098332
2023,Hard,1,wide,surface,recommendation_available,324,1.0,0.5378955149776388,0.516657748532846,0.04576059422347904
2023,Hard,1,wide,surface,server_component_higher,214,0.6604938271604939,0.5494220071960981,0.49870362201731283,0.050718385178785186
2023,Hard,1,wide,surface,surface_history_used,324,1.0,0.5378955149776388,0.516657748532846,0.04576059422347904
2023,Hard,1,body,surface,evidence_above_threshold,124,0.992,0.5212580488259522,0.5171352944946671,0.04792037594066917
2023,Hard,1,body,surface,evidence_threshold_just_met,1,0.008,0.5967741935483871,0.5309218203033839,0.06585237324500326
2023,Hard,1,body,surface,opponent_component_higher,56,0.448,0.5045197035694262,0.5530099274941014,0.04849022392467523
2023,Hard,1,body,surface,recommendation_available,125,1.0,0.5218621779837317,0.5172455867011369,0.04806383191910385
2023,Hard,1,body,surface,server_component_higher,69,0.552,0.5359372296822985,0.4882194550430788,0.047717774639219834
2023,Hard,1,body,surface,surface_history_used,125,1.0,0.5218621779837317,0.5172455867011369,0.04806383191910385
2023,Hard,1,T,surface,evidence_above_threshold,92,0.968421052631579,0.5356222362597632,0.5120430960181759,0.05282630958314678
2023,Hard,1,T,surface,evidence_threshold_just_met,3,0.031578947368421054,0.5376194424701888,0.5378820840749774,0.09181449077085109
2023,Hard,1,T,surface,opponent_component_higher,29,0.30526315789473685,0.5083383519532794,0.5594930239627687,0.05115467200948937
2023,Hard,1,T,surface,recommendation_available,95,1.0,0.5356853059295661,0.5128590640620748,0.05405751530486375
2023,Hard,1,T,surface,server_component_higher,66,0.6947368421052632,0.5477013917676316,0.4923683847117699,0.05533300705586159
2023,Hard,1,T,surface,surface_history_used,95,1.0,0.5356853059295661,0.5128590640620748,0.05405751530486375
2023,Hard,1,wide,global,evidence_above_threshold,15,1.0,0.5357574090404023,0.5264677617381344,0.04488306526446141
2023,Hard,1,wide,global,global_fallback_used,15,1.0,0.5357574090404023,0.5264677617381344,0.04488306526446141
2023,Hard,1,wide,global,opponent_component_higher,7,0.4666666666666667,0.5329271274867022,0.571062932446195,0.03813580495949287
2023,Hard,1,wide,global,recommendation_available,15,1.0,0.5357574090404023,0.5264677617381344,0.04488306526446141
2023,Hard,1,wide,global,server_component_higher,8,0.5333333333333333,0.5382339053998901,0.48744698736858116,0.05078691803130889
2023,Hard,1,body,global,evidence_above_threshold,5,1.0,0.5395522408044464,0.5020065442932603,0.04976378419926235
2023,Hard,1,body,global,global_fallback_used,5,1.0,0.5395522408044464,0.5020065442932603,0.04976378419926235
2023,Hard,1,body,global,opponent_component_higher,1,0.2,0.5408833522083806,0.5714285714285714,0.030545219220190822
2023,Hard,1,body,global,recommendation_available,5,1.0,0.5395522408044464,0.5020065442932603,0.04976378419926235
