scope,metric,threshold,stratum_type,stratum,eligible_snapshots,total_snapshots,coverage_rate,complete_matches,total_matches,complete_match_rate,covered_players
opponent_return_global,historical_points,500,surface,Clay,2131,3744,0.5691773504273504,688,1872,0.36752136752136755,388
opponent_return_global,historical_points,500,surface,Grass,1066,1658,0.6429433051869723,342,829,0.41254523522316044,289
opponent_return_global,historical_points,500,derived_period,to_2009,2360,3912,0.6032719836400818,687,1956,0.3512269938650307,287
opponent_return_global,historical_points,500,derived_period,2010s,2512,4464,0.5627240143369175,790,2232,0.3539426523297491,247
opponent_return_global,historical_points,500,derived_period,2020s,4623,6672,0.6928956834532374,1720,3336,0.5155875299760192,319
opponent_return_surface,historical_matches,0,overall,Overall,15048,15048,1.0,7524,7524,1.0,1002
opponent_return_surface,historical_matches,0,surface,Hard,9646,9646,1.0,4823,4823,1.0,753
opponent_return_surface,historical_matches,0,surface,Clay,3744,3744,1.0,1872,1872,1.0,587
opponent_return_surface,historical_matches,0,surface,Grass,1658,1658,1.0,829,829,1.0,359
opponent_return_surface,historical_matches,0,derived_period,to_2009,3912,3912,1.0,1956,1956,1.0,357
opponent_return_surface,historical_matches,0,derived_period,2010s,4464,4464,1.0,2232,2232,1.0,412
opponent_return_surface,historical_matches,0,derived_period,2020s,6672,6672,1.0,3336,3336,1.0,470
opponent_return_surface,historical_matches,1,overall,Overall,13347,15048,0.8869617224880383,6040,7524,0.8027644869750132,838
opponent_return_surface,historical_matches,1,surface,Hard,8893,9646,0.9219365540120257,4165,4823,0.8635703918722787,651
opponent_return_surface,historical_matches,1,surface,Clay,3157,3744,0.843215811965812,1364,1872,0.7286324786324786,497
opponent_return_surface,historical_matches,1,surface,Grass,1297,1658,0.7822677925211098,511,829,0.6164053075995175,314
opponent_return_surface,historical_matches,1,derived_period,to_2009,3344,3912,0.8548057259713702,1431,1956,0.7315950920245399,329
opponent_return_surface,historical_matches,1,derived_period,2010s,3880,4464,0.8691756272401434,1743,2232,0.7809139784946236,327
opponent_return_surface,historical_matches,1,derived_period,2020s,6123,6672,0.9177158273381295,2866,3336,0.8591127098321343,398
opponent_return_surface,historical_matches,3,overall,Overall,11585,15048,0.769869750132908,4692,7524,0.6236044657097288,744
opponent_return_surface,historical_matches,3,surface,Hard,8066,9646,0.8362015343147419,3487,4823,0.7229939871449306,601
opponent_return_surface,historical_matches,3,surface,Clay,2565,3744,0.6850961538461539,931,1872,0.49732905982905984,432
opponent_return_surface,historical_matches,3,surface,Grass,954,1658,0.5753920386007237,274,829,0.330518697225573,283
opponent_return_surface,historical_matches,3,derived_period,to_2009,2824,3912,0.721881390593047,1024,1956,0.523517382413088,301
opponent_return_surface,historical_matches,3,derived_period,2010s,3261,4464,0.730510752688172,1281,2232,0.5739247311827957,285
opponent_return_surface,historical_matches,3,derived_period,2020s,5500,6672,0.8243405275779376,2387,3336,0.7155275779376499,356
opponent_return_surface,historical_matches,5,overall,Overall,10414,15048,0.6920520999468368,3859,7524,0.5128920786815524,700
opponent_return_surface,historical_matches,5,surface,Hard,7476,9646,0.7750362844702468,3010,4823,0.6240928882438317,574
opponent_return_surface,historical_matches,5,surface,Clay,2172,3744,0.5801282051282052,682,1872,0.3643162393162393,399
opponent_return_surface,historical_matches,5,surface,Grass,766,1658,0.4620024125452352,167,829,0.2014475271411339,254
opponent_return_surface,historical_matches,5,derived_period,to_2009,2482,3912,0.6344580777096115,789,1956,0.40337423312883436,285
opponent_return_surface,historical_matches,5,derived_period,2010s,2864,4464,0.6415770609318996,1014,2232,0.4543010752688172,259
opponent_return_surface,historical_matches,5,derived_period,2020s,5068,6672,0.7595923261390888,2056,3336,0.6163069544364509,340
opponent_return_surface,historical_matches,10,overall,Overall,8467,15048,0.5626661350345561,2668,7524,0.35459861775651247,639
opponent_return_surface,historical_matches,10,surface,Hard,6405,9646,0.6640058055152395,2230,4823,0.4623678208583869,539
opponent_return_surface,historical_matches,10,surface,Clay,1558,3744,0.41613247863247865,370,1872,0.19764957264957264,340
opponent_return_surface,historical_matches,10,surface,Grass,504,1658,0.3039806996381182,68,829,0.08202653799758745,216
opponent_return_surface,historical_matches,10,derived_period,to_2009,1953,3912,0.49923312883435583,497,1956,0.25408997955010226,253
opponent_return_surface,historical_matches,10,derived_period,2010s,2288,4464,0.5125448028673835,674,2232,0.30197132616487454,236
opponent_return_surface,historical_matches,10,derived_period,2020s,4226,6672,0.6333932853717026,1497,3336,0.4487410071942446,317
opponent_return_surface,historical_matches,20,overall,Overall,6202,15048,0.4121477937267411,1516,7524,0.20148856990962255,544
opponent_return_surface,historical_matches,20,surface,Hard,5007,9646,0.5190752643582832,1367,4823,0.28343354758449096,489
opponent_return_surface,historical_matches,20,surface,Clay,925,3744,0.24706196581196582,132,1872,0.07051282051282051,245
opponent_return_surface,historical_matches,20,surface,Grass,270,1658,0.16284680337756333,17,829,0.020506634499396863,138
opponent_return_surface,historical_matches,20,derived_period,to_2009,1364,3912,0.3486707566462168,254,1956,0.12985685071574643,217
opponent_return_surface,historical_matches,20,derived_period,2010s,1697,4464,0.38015232974910396,396,2232,0.1774193548387097,198
opponent_return_surface,historical_matches,20,derived_period,2020s,3141,6672,0.47077338129496404,866,3336,0.2595923261390887,268
opponent_return_surface,historical_matches,50,overall,Overall,3494,15048,0.23219032429558745,528,7524,0.07017543859649122,434
opponent_return_surface,historical_matches,50,surface,Hard,3011,9646,0.3121501140369065,506,4823,0.10491395397055775,411
opponent_return_surface,historical_matches,50,surface,Clay,406,3744,0.10844017094017094,22,1872,0.011752136752136752,154
opponent_return_surface,historical_matches,50,surface,Grass,77,1658,0.046441495778045835,0,829,0.0,60
opponent_return_surface,historical_matches,50,derived_period,to_2009,695,3912,0.17765848670756645,77,1956,0.03936605316973415,155
opponent_return_surface,historical_matches,50,derived_period,2010s,1019,4464,0.22827060931899643,119,2232,0.053315412186379925,167
opponent_return_surface,historical_matches,50,derived_period,2020s,1780,6672,0.2667865707434053,332,3336,0.09952038369304557,218
opponent_return_surface,historical_points,0,overall,Overall,15048,15048,1.0,7524,7524,1.0,1002
opponent_return_surface,historical_points,0,surface,Hard,9646,9646,1.0,4823,4823,1.0,753
opponent_return_surface,historical_points,0,surface,Clay,3744,3744,1.0,1872,1872,1.0,587
opponent_return_surface,historical_points,0,surface,Grass,1658,1658,1.0,829,829,1.0,359
opponent_return_surface,historical_points,0,derived_period,to_2009,3912,3912,1.0,1956,1956,1.0,357
opponent_return_surface,historical_points,0,derived_period,2010s,4464,4464,1.0,2232,2232,1.0,412
opponent_return_surface,historical_points,0,derived_period,2020s,6672,6672,1.0,3336,3336,1.0,470
opponent_return_surface,historical_points,25,overall,Overall,12941,15048,0.8599813928761297,5719,7524,0.76010101010101,810
opponent_return_surface,historical_points,25,surface,Hard,8688,9646,0.9006842214389384,4002,4823,0.8297739995853204,634
opponent_return_surface,historical_points,25,surface,Clay,3014,3744,0.8050213675213675,1252,1872,0.6688034188034188,477
opponent_return_surface,historical_points,25,surface,Grass,1239,1658,0.747285886610374,465,829,0.5609167671893848,310
opponent_return_surface,historical_points,25,derived_period,to_2009,3274,3912,0.8369120654396728,1374,1956,0.7024539877300614,327
opponent_return_surface,historical_points,25,derived_period,2010s,3693,4464,0.8272849462365591,1589,2232,0.7119175627240143,315
opponent_return_surface,historical_points,25,derived_period,2020s,5974,6672,0.8953836930455635,2756,3336,0.8261390887290168,382
opponent_return_surface,historical_points,50,overall,Overall,12245,15048,0.8137293992557151,5178,7524,0.6881977671451356,775
opponent_return_surface,historical_points,50,surface,Hard,8368,9646,0.8675098486419242,3736,4823,0.7746216048102841,614
opponent_return_surface,historical_points,50,surface,Clay,2769,3744,0.7395833333333334,1072,1872,0.5726495726495726,455
opponent_return_surface,historical_points,50,surface,Grass,1108,1658,0.6682750301568154,370,829,0.44632086851628466,302
opponent_return_surface,historical_points,50,derived_period,to_2009,3096,3912,0.7914110429447853,1229,1956,0.628323108384458,320
opponent_return_surface,historical_points,50,derived_period,2010s,3447,4464,0.7721774193548387,1411,2232,0.632168458781362,296
opponent_return_surface,historical_points,50,derived_period,2020s,5702,6672,0.8546163069544365,2538,3336,0.7607913669064749,366
opponent_return_surface,historical_points,100,overall,Overall,11167,15048,0.7420919723551302,4373,7524,0.5812068048910154,732
opponent_return_surface,historical_points,100,surface,Hard,7847,9646,0.8134978229317852,3310,4823,0.6862948372382335,588
opponent_return_surface,historical_points,100,surface,Clay,2392,3744,0.6388888888888888,811,1872,0.43322649572649574,418
opponent_return_surface,historical_points,100,surface,Grass,928,1658,0.5597104945717732,252,829,0.3039806996381182,281
opponent_return_surface,historical_points,100,derived_period,to_2009,2811,3912,0.718558282208589,1008,1956,0.5153374233128835,305
opponent_return_surface,historical_points,100,derived_period,2010s,3045,4464,0.6821236559139785,1131,2232,0.5067204301075269,269
opponent_return_surface,historical_points,100,derived_period,2020s,5311,6672,0.7960131894484412,2234,3336,0.669664268585132,349
opponent_return_surface,historical_points,250,overall,Overall,9039,15048,0.6006778309409888,2983,7524,0.39646464646464646,662
opponent_return_surface,historical_points,250,surface,Hard,6702,9646,0.6947957702674684,2442,4823,0.5063238648144308,548
opponent_return_surface,historical_points,250,surface,Clay,1705,3744,0.45539529914529914,433,1872,0.23130341880341881,357
opponent_return_surface,historical_points,250,surface,Grass,632,1658,0.38118214716525933,108,829,0.13027744270205066,238
opponent_return_surface,historical_points,250,derived_period,to_2009,2253,3912,0.575920245398773,647,1956,0.33077709611451944,270
opponent_return_surface,historical_points,250,derived_period,2010s,2388,4464,0.5349462365591398,731,2232,0.3275089605734767,240
opponent_return_surface,historical_points,250,derived_period,2020s,4398,6672,0.6591726618705036,1605,3336,0.48111510791366907,319
opponent_return_surface,historical_points,500,overall,Overall,6963,15048,0.46271929824561403,1856,7524,0.24667729930887825,577
opponent_return_surface,historical_points,500,surface,Hard,5493,9646,0.5694588430437487,1645,4823,0.34107402031930334,508
opponent_return_surface,historical_points,500,surface,Clay,1082,3744,0.28899572649572647,170,1872,0.09081196581196581,286
opponent_return_surface,historical_points,500,surface,Grass,388,1658,0.23401688781664656,41,829,0.04945717732207479,174
opponent_return_surface,historical_points,500,derived_period,to_2009,1713,3912,0.4378834355828221,383,1956,0.19580777096114518,238
opponent_return_surface,historical_points,500,derived_period,2010s,1855,4464,0.41554659498207885,462,2232,0.20698924731182797,210
opponent_return_surface,historical_points,500,derived_period,2020s,3395,6672,0.5088429256594724,1011,3336,0.30305755395683454,279
both_global,historical_matches,0,overall,Overall,15048,15048,1.0,7524,7524,1.0,1002
both_global,historical_matches,0,surface,Hard,9646,9646,1.0,4823,4823,1.0,753
both_global,historical_matches,0,surface,Clay,3744,3744,1.0,1872,1872,1.0,587
both_global,historical_matches,0,surface,Grass,1658,1658,1.0,829,829,1.0,359
both_global,historical_matches,0,derived_period,to_2009,3912,3912,1.0,1956,1956,1.0,357
both_global,historical_matches,0,derived_period,2010s,4464,4464,1.0,2232,2232,1.0,412
both_global,historical_matches,0,derived_period,2020s,6672,6672,1.0,3336,3336,1.0,470
both_global,historical_matches,1,overall,Overall,13282,15048,0.88264221158958,6641,7524,0.88264221158958,577
both_global,historical_matches,1,surface,Hard,8698,9646,0.9017209205888451,4349,4823,0.9017209205888451,494
both_global,historical_matches,1,surface,Clay,3140,3744,0.8386752136752137,1570,1872,0.8386752136752137,386
both_global,historical_matches,1,surface,Grass,1444,1658,0.8709288299155609,722,829,0.8709288299155609,283
both_global,historical_matches,1,derived_period,to_2009,3234,3912,0.8266871165644172,1617,1956,0.8266871165644172,188
both_global,historical_matches,1,derived_period,2010s,3878,4464,0.8687275985663082,1939,2232,0.8687275985663082,250
both_global,historical_matches,1,derived_period,2020s,6170,6672,0.9247601918465228,3085,3336,0.9247601918465228,322
both_global,historical_matches,3,overall,Overall,11534,15048,0.7664805954279639,5767,7524,0.7664805954279639,380
both_global,historical_matches,3,surface,Hard,7680,9646,0.7961849471283433,3840,4823,0.7961849471283433,357
both_global,historical_matches,3,surface,Clay,2626,3744,0.7013888888888888,1313,1872,0.7013888888888888,278
both_global,historical_matches,3,surface,Grass,1228,1658,0.7406513872135102,614,829,0.7406513872135102,227
both_global,historical_matches,3,derived_period,to_2009,2636,3912,0.6738241308793456,1318,1956,0.6738241308793456,118
both_global,historical_matches,3,derived_period,2010s,3260,4464,0.7302867383512545,1630,2232,0.7302867383512545,171
both_global,historical_matches,3,derived_period,2020s,5638,6672,0.8450239808153477,2819,3336,0.8450239808153477,231
both_global,historical_matches,5,overall,Overall,10364,15048,0.6887293992557151,5182,7524,0.6887293992557151,320
both_global,historical_matches,5,surface,Hard,6966,9646,0.7221646278250052,3483,4823,0.7221646278250052,305
both_global,historical_matches,5,surface,Clay,2298,3744,0.6137820512820513,1149,1872,0.6137820512820513,242
both_global,historical_matches,5,surface,Grass,1100,1658,0.6634499396863691,550,829,0.6634499396863691,198
both_global,historical_matches,5,derived_period,to_2009,2264,3912,0.5787321063394683,1132,1956,0.5787321063394683,101
both_global,historical_matches,5,derived_period,2010s,2856,4464,0.6397849462365591,1428,2232,0.6397849462365591,143
both_global,historical_matches,5,derived_period,2020s,5244,6672,0.7859712230215827,2622,3336,0.7859712230215827,201
both_global,historical_matches,10,overall,Overall,8130,15048,0.5402711323763956,4065,7524,0.5402711323763956,231
both_global,historical_matches,10,surface,Hard,5470,9646,0.5670744349989633,2735,4823,0.5670744349989633,220
both_global,historical_matches,10,surface,Clay,1782,3744,0.47596153846153844,891,1872,0.47596153846153844,180
both_global,historical_matches,10,surface,Grass,878,1658,0.5295536791314838,439,829,0.5295536791314838,152
both_global,historical_matches,10,derived_period,to_2009,1614,3912,0.4125766871165644,807,1956,0.4125766871165644,61
both_global,historical_matches,10,derived_period,2010s,2148,4464,0.48118279569892475,1074,2232,0.48118279569892475,93
both_global,historical_matches,10,derived_period,2020s,4368,6672,0.6546762589928058,2184,3336,0.6546762589928058,158
both_global,historical_matches,20,overall,Overall,5582,15048,0.37094630515683147,2791,7524,0.37094630515683147,149
both_global,historical_matches,20,surface,Hard,3812,9646,0.3951897159444329,1906,4823,0.3951897159444329,146
both_global,historical_matches,20,surface,Clay,1196,3744,0.3194444444444444,598,1872,0.3194444444444444,123
both_global,historical_matches,20,surface,Grass,574,1658,0.34620024125452353,287,829,0.34620024125452353,103
both_global,historical_matches,20,derived_period,to_2009,1008,3912,0.25766871165644173,504,1956,0.25766871165644173,37
both_global,historical_matches,20,derived_period,2010s,1418,4464,0.31765232974910396,709,2232,0.31765232974910396,55
both_global,historical_matches,20,derived_period,2020s,3156,6672,0.47302158273381295,1578,3336,0.47302158273381295,104
both_global,historical_matches,50,overall,Overall,2264,15048,0.15045188729399256,1132,7524,0.15045188729399256,62
both_global,historical_matches,50,surface,Hard,1582,9646,0.16400580551523947,791,4823,0.16400580551523947,60
both_global,historical_matches,50,surface,Clay,452,3744,0.12072649572649573,226,1872,0.12072649572649573,48
both_global,historical_matches,50,surface,Grass,230,1658,0.13872135102533173,115,829,0.13872135102533173,46
both_global,historical_matches,50,derived_period,to_2009,306,3912,0.07822085889570553,153,1956,0.07822085889570553,15
both_global,historical_matches,50,derived_period,2010s,558,4464,0.125,279,2232,0.125,21
both_global,historical_matches,50,derived_period,2020s,1400,6672,0.20983213429256595,700,3336,0.20983213429256595,46
both_global,historical_points,0,overall,Overall,15048,15048,1.0,7524,7524,1.0,1002
both_global,historical_points,0,surface,Hard,9646,9646,1.0,4823,4823,1.0,753
both_global,historical_points,0,surface,Clay,3744,3744,1.0,1872,1872,1.0,587
both_global,historical_points,0,surface,Grass,1658,1658,1.0,829,829,1.0,359
both_global,historical_points,0,derived_period,to_2009,3912,3912,1.0,1956,1956,1.0,357
both_global,historical_points,0,derived_period,2010s,4464,4464,1.0,2232,2232,1.0,412
both_global,historical_points,0,derived_period,2020s,6672,6672,1.0,3336,3336,1.0,470
both_global,historical_points,25,overall,Overall,12907,15048,0.8577219564061669,6391,7524,0.8494152046783626,533
both_global,historical_points,25,surface,Hard,8487,9646,0.8798465685258138,4206,4823,0.8720713249015136,461
both_global,historical_points,25,surface,Clay,3018,3744,0.8060897435897436,1490,1872,0.7959401709401709,363
both_global,historical_points,25,surface,Grass,1402,1658,0.8455971049457177,695,829,0.8383594692400482,268
both_global,historical_points,25,derived_period,to_2009,3158,3912,0.8072597137014315,1565,1956,0.8001022494887525,179
both_global,historical_points,25,derived_period,2010s,3690,4464,0.8266129032258065,1814,2232,0.8127240143369175,219
both_global,historical_points,25,derived_period,2020s,6059,6672,0.9081235011990407,3012,3336,0.9028776978417267,303
both_global,historical_points,50,overall,Overall,12199,15048,0.810672514619883,6032,7524,0.8017012227538544,454
both_global,historical_points,50,surface,Hard,8077,9646,0.8373419033796392,4001,4823,0.829566659755339,409
both_global,historical_points,50,surface,Clay,2797,3744,0.7470619658119658,1376,1872,0.7350427350427351,319
both_global,historical_points,50,surface,Grass,1325,1658,0.7991556091676719,655,829,0.7901085645355851,249
both_global,historical_points,50,derived_period,to_2009,2934,3912,0.75,1444,1956,0.7382413087934561,150
both_global,historical_points,50,derived_period,2010s,3432,4464,0.7688172043010753,1691,2232,0.7576164874551972,189
both_global,historical_points,50,derived_period,2020s,5833,6672,0.8742505995203836,2897,3336,0.8684052757793765,268
both_global,historical_points,100,overall,Overall,11109,15048,0.738237639553429,5483,7524,0.7287347155768208,362
both_global,historical_points,100,surface,Hard,7432,9646,0.7704748082106573,3676,4823,0.7621812150114037,340
both_global,historical_points,100,surface,Clay,2471,3744,0.6599893162393162,1212,1872,0.6474358974358975,259
both_global,historical_points,100,surface,Grass,1206,1658,0.7273823884197829,595,829,0.7177322074788902,224
both_global,historical_points,100,derived_period,to_2009,2612,3912,0.6676891615541922,1282,1956,0.6554192229038854,123
both_global,historical_points,100,derived_period,2010s,3025,4464,0.6776433691756273,1487,2232,0.6662186379928315,156
both_global,historical_points,100,derived_period,2020s,5472,6672,0.8201438848920863,2714,3336,0.8135491606714629,218
both_global,historical_points,250,overall,Overall,8790,15048,0.5841307814992025,4297,7524,0.5711057947900053,256
both_global,historical_points,250,surface,Hard,5928,9646,0.6145552560646901,2896,4823,0.6004561476259589,242
both_global,historical_points,250,surface,Clay,1901,3744,0.5077457264957265,929,1872,0.4962606837606838,196
both_global,historical_points,250,surface,Grass,961,1658,0.5796139927623642,472,829,0.5693606755126659,163
both_global,historical_points,250,derived_period,to_2009,1946,3912,0.49744376278118607,943,1956,0.48210633946830267,82
both_global,historical_points,250,derived_period,2010s,2272,4464,0.5089605734767025,1112,2232,0.4982078853046595,99
both_global,historical_points,250,derived_period,2020s,4572,6672,0.685251798561151,2242,3336,0.6720623501199041,167
both_global,historical_points,500,overall,Overall,6414,15048,0.4262360446570973,3125,7524,0.41533758639021795,173
both_global,historical_points,500,surface,Hard,4351,9646,0.4510678001244039,2120,4823,0.43956043956043955,168
both_global,historical_points,500,surface,Clay,1370,3744,0.3659188034188034,669,1872,0.3573717948717949,142
both_global,historical_points,500,surface,Grass,693,1658,0.41797346200241253,336,829,0.40530759951749096,123
both_global,historical_points,500,derived_period,to_2009,1370,3912,0.3502044989775051,656,1956,0.33537832310838445,49
both_global,historical_points,500,derived_period,2010s,1598,4464,0.3579749103942652,778,2232,0.3485663082437276,61
both_global,historical_points,500,derived_period,2020s,3446,6672,0.5164868105515588,1691,3336,0.50689448441247,116
both_surface,historical_matches,0,overall,Overall,15048,15048,1.0,7524,7524,1.0,1002
both_surface,historical_matches,0,surface,Hard,9646,9646,1.0,4823,4823,1.0,753
both_surface,historical_matches,0,surface,Clay,3744,3744,1.0,1872,1872,1.0,587
both_surface,historical_matches,0,surface,Grass,1658,1658,1.0,829,829,1.0,359
both_surface,historical_matches,0,derived_period,to_2009,3912,3912,1.0,1956,1956,1.0,357
both_surface,historical_matches,0,derived_period,2010s,4464,4464,1.0,2232,2232,1.0,412
both_surface,historical_matches,0,derived_period,2020s,6672,6672,1.0,3336,3336,1.0,470
both_surface,historical_matches,1,overall,Overall,12080,15048,0.8027644869750132,6040,7524,0.8027644869750132,524
both_surface,historical_matches,1,surface,Hard,8330,9646,0.8635703918722787,4165,4823,0.8635703918722787,447
both_surface,historical_matches,1,surface,Clay,2728,3744,0.7286324786324786,1364,1872,0.7286324786324786,315
both_surface,historical_matches,1,surface,Grass,1022,1658,0.6164053075995175,511,829,0.6164053075995175,192
both_surface,historical_matches,1,derived_period,to_2009,2862,3912,0.7315950920245399,1431,1956,0.7315950920245399,172
both_surface,historical_matches,1,derived_period,2010s,3486,4464,0.7809139784946236,1743,2232,0.7809139784946236,231
both_surface,historical_matches,1,derived_period,2020s,5732,6672,0.8591127098321343,2866,3336,0.8591127098321343,286
both_surface,historical_matches,3,overall,Overall,9384,15048,0.6236044657097288,4692,7524,0.6236044657097288,333
both_surface,historical_matches,3,surface,Hard,6974,9646,0.7229939871449306,3487,4823,0.7229939871449306,304
both_surface,historical_matches,3,surface,Clay,1862,3744,0.49732905982905984,931,1872,0.49732905982905984,194
both_surface,historical_matches,3,surface,Grass,548,1658,0.330518697225573,274,829,0.330518697225573,96
both_surface,historical_matches,3,derived_period,to_2009,2048,3912,0.523517382413088,1024,1956,0.523517382413088,106
both_surface,historical_matches,3,derived_period,2010s,2562,4464,0.5739247311827957,1281,2232,0.5739247311827957,152
both_surface,historical_matches,3,derived_period,2020s,4774,6672,0.7155275779376499,2387,3336,0.7155275779376499,202
both_surface,historical_matches,5,overall,Overall,7718,15048,0.5128920786815524,3859,7524,0.5128920786815524,263
both_surface,historical_matches,5,surface,Hard,6020,9646,0.6240928882438317,3010,4823,0.6240928882438317,245
both_surface,historical_matches,5,surface,Clay,1364,3744,0.3643162393162393,682,1872,0.3643162393162393,137
both_surface,historical_matches,5,surface,Grass,334,1658,0.2014475271411339,167,829,0.2014475271411339,57
both_surface,historical_matches,5,derived_period,to_2009,1578,3912,0.40337423312883436,789,1956,0.40337423312883436,79
both_surface,historical_matches,5,derived_period,2010s,2028,4464,0.4543010752688172,1014,2232,0.4543010752688172,113
both_surface,historical_matches,5,derived_period,2020s,4112,6672,0.6163069544364509,2056,3336,0.6163069544364509,173
both_surface,historical_matches,10,overall,Overall,5336,15048,0.35459861775651247,2668,7524,0.35459861775651247,176
both_surface,historical_matches,10,surface,Hard,4460,9646,0.4623678208583869,2230,4823,0.4623678208583869,166
both_surface,historical_matches,10,surface,Clay,740,3744,0.19764957264957264,370,1872,0.19764957264957264,81
both_surface,historical_matches,10,surface,Grass,136,1658,0.08202653799758745,68,829,0.08202653799758745,31
both_surface,historical_matches,10,derived_period,to_2009,994,3912,0.25408997955010226,497,1956,0.25408997955010226,47
both_surface,historical_matches,10,derived_period,2010s,1348,4464,0.30197132616487454,674,2232,0.30197132616487454,66
both_surface,historical_matches,10,derived_period,2020s,2994,6672,0.4487410071942446,1497,3336,0.4487410071942446,121
both_surface,historical_matches,20,overall,Overall,3032,15048,0.20148856990962255,1516,7524,0.20148856990962255,108
both_surface,historical_matches,20,surface,Hard,2734,9646,0.28343354758449096,1367,4823,0.28343354758449096,103
both_surface,historical_matches,20,surface,Clay,264,3744,0.07051282051282051,132,1872,0.07051282051282051,30
both_surface,historical_matches,20,surface,Grass,34,1658,0.020506634499396863,17,829,0.020506634499396863,13
both_surface,historical_matches,20,derived_period,to_2009,508,3912,0.12985685071574643,254,1956,0.12985685071574643,28
both_surface,historical_matches,20,derived_period,2010s,792,4464,0.1774193548387097,396,2232,0.1774193548387097,40
both_surface,historical_matches,20,derived_period,2020s,1732,6672,0.2595923261390887,866,3336,0.2595923261390887,80
both_surface,historical_matches,50,overall,Overall,1056,15048,0.07017543859649122,528,7524,0.07017543859649122,43
both_surface,historical_matches,50,surface,Hard,1012,9646,0.10491395397055775,506,4823,0.10491395397055775,43
both_surface,historical_matches,50,surface,Clay,44,3744,0.011752136752136752,22,1872,0.011752136752136752,10
both_surface,historical_matches,50,surface,Grass,0,1658,0.0,0,829,0.0,0
both_surface,historical_matches,50,derived_period,to_2009,154,3912,0.03936605316973415,77,1956,0.03936605316973415,8
both_surface,historical_matches,50,derived_period,2010s,238,4464,0.053315412186379925,119,2232,0.053315412186379925,15
both_surface,historical_matches,50,derived_period,2020s,664,6672,0.09952038369304557,332,3336,0.09952038369304557,33
both_surface,historical_points,0,overall,Overall,15048,15048,1.0,7524,7524,1.0,1002
both_surface,historical_points,0,surface,Hard,9646,9646,1.0,4823,4823,1.0,753
both_surface,historical_points,0,surface,Clay,3744,3744,1.0,1872,1872,1.0,587
both_surface,historical_points,0,surface,Grass,1658,1658,1.0,829,829,1.0,359
both_surface,historical_points,0,derived_period,to_2009,3912,3912,1.0,1956,1956,1.0,357
both_surface,historical_points,0,derived_period,2010s,4464,4464,1.0,2232,2232,1.0,412
both_surface,historical_points,0,derived_period,2020s,6672,6672,1.0,3336,3336,1.0,470
both_surface,historical_points,25,overall,Overall,11490,15048,0.7635566188197768,5652,7524,0.7511961722488039,485
both_surface,historical_points,25,surface,Hard,8028,9646,0.8322620775450964,3964,4823,0.8218950860460295,416
both_surface,historical_points,25,surface,Clay,2522,3744,0.6736111111111112,1229,1872,0.656517094017094,296
both_surface,historical_points,25,surface,Grass,940,1658,0.5669481302774427,459,829,0.5536791314837153,182
both_surface,historical_points,25,derived_period,to_2009,2753,3912,0.7037321063394683,1358,1956,0.6942740286298569,162
both_surface,historical_points,25,derived_period,2010s,3216,4464,0.7204301075268817,1566,2232,0.7016129032258065,203
both_surface,historical_points,25,derived_period,2020s,5521,6672,0.8274880095923262,2728,3336,0.8177458033573142,274
both_surface,historical_points,50,overall,Overall,10373,15048,0.689327485380117,5081,7524,0.6753056884635832,391
both_surface,historical_points,50,surface,Hard,7490,9646,0.7764876632801161,3699,4823,0.7669500311009745,344
both_surface,historical_points,50,surface,Clay,2140,3744,0.5715811965811965,1030,1872,0.5502136752136753,231
both_surface,historical_points,50,surface,Grass,743,1658,0.44813027744270206,352,829,0.42460796139927626,136
both_surface,historical_points,50,derived_period,to_2009,2448,3912,0.6257668711656442,1188,1956,0.6073619631901841,135
both_surface,historical_points,50,derived_period,2010s,2845,4464,0.6373207885304659,1389,2232,0.6223118279569892,167
both_surface,historical_points,50,derived_period,2020s,5080,6672,0.7613908872901679,2504,3336,0.750599520383693,228
both_surface,historical_points,100,overall,Overall,8782,15048,0.5835991493886231,4288,7524,0.5699096225412015,308
both_surface,historical_points,100,surface,Hard,6644,9646,0.6887829151980095,3263,4823,0.6765498652291105,281
both_surface,historical_points,100,surface,Clay,1632,3744,0.4358974358974359,783,1872,0.4182692307692308,170
both_surface,historical_points,100,surface,Grass,506,1658,0.30518697225572977,242,829,0.29191797346200243,89
both_surface,historical_points,100,derived_period,to_2009,2010,3912,0.5138036809815951,968,1956,0.4948875255623722,101
both_surface,historical_points,100,derived_period,2010s,2295,4464,0.5141129032258065,1117,2232,0.5004480286738351,135
both_surface,historical_points,100,derived_period,2020s,4477,6672,0.6710131894484412,2203,3336,0.6603717026378897,190
both_surface,historical_points,250,overall,Overall,5985,15048,0.3977272727272727,2884,7524,0.3833067517278044,200
both_surface,historical_points,250,surface,Hard,4904,9646,0.5083972631142443,2382,4823,0.49388347501555047,189
both_surface,historical_points,250,surface,Clay,860,3744,0.2297008547008547,399,1872,0.21314102564102563,95
both_surface,historical_points,250,surface,Grass,221,1658,0.13329312424607961,103,829,0.12424607961399277,46
both_surface,historical_points,250,derived_period,to_2009,1289,3912,0.3294989775051125,613,1956,0.31339468302658485,58
both_surface,historical_points,250,derived_period,2010s,1486,4464,0.3328853046594982,715,2232,0.3203405017921147,71
both_surface,historical_points,250,derived_period,2020s,3210,6672,0.48111510791366907,1556,3336,0.46642685851318944,136
both_surface,historical_points,500,overall,Overall,3741,15048,0.24860446570972886,1799,7524,0.23910154173312068,127
