player,surface,year,matches,points
Bob Bryan,Grass,2000,1,114
Bobby Reynolds,Hard,2008,1,184
Bohdan Ulihrach,Hard,1996,1,106
Bohdan Ulihrach,Hard,2005,1,150
Boris Becker,Clay,1985,1,157
Boris Becker,Clay,1987,2,352
Boris Becker,Clay,1988,4,821
Boris Becker,Clay,1989,2,627
Boris Becker,Clay,1990,2,426
Boris Becker,Clay,1991,3,767
Boris Becker,Clay,1992,1,103
Boris Becker,Clay,1993,1,121
Boris Becker,Clay,1994,1,144
Boris Becker,Clay,1995,1,311
Boris Becker,Grass,1985,5,1411
Boris Becker,Grass,1986,2,412
Boris Becker,Grass,1987,1,258
Boris Becker,Grass,1988,4,881
Boris Becker,Grass,1989,3,655
Boris Becker,Grass,1990,7,1340
Boris Becker,Grass,1991,2,429
Boris Becker,Grass,1993,2,570
Boris Becker,Grass,1994,1,182
Boris Becker,Grass,1995,4,1093
Boris Becker,Grass,1996,2,281
Boris Becker,Grass,1997,1,209
Boris Becker,Grass,1999,1,190
Boris Becker,Hard,1985,5,984
Boris Becker,Hard,1986,10,1856
Boris Becker,Hard,1987,6,1695
Boris Becker,Hard,1988,4,961
Boris Becker,Hard,1989,9,1852
Boris Becker,Hard,1990,14,2291
Boris Becker,Hard,1991,8,1793
Boris Becker,Hard,1992,10,2227
Boris Becker,Hard,1993,4,542
Boris Becker,Hard,1994,9,1687
Boris Becker,Hard,1995,10,2172
Boris Becker,Hard,1996,10,2003
Boris Becker,Hard,1997,2,530
Borna Coric,Clay,2015,1,189
Borna Coric,Clay,2016,2,222
Borna Coric,Clay,2017,3,437
Borna Coric,Clay,2018,2,400
Borna Coric,Clay,2019,5,974
Borna Coric,Clay,2022,1,185
Borna Coric,Clay,2023,2,223
Borna Coric,Clay,2024,1,236
Borna Coric,Clay,2025,1,215
Borna Coric,Grass,2018,2,212
Borna Coric,Grass,2023,1,98
Borna Coric,Hard,2015,4,383
Borna Coric,Hard,2016,2,350
Borna Coric,Hard,2018,8,1174
Borna Coric,Hard,2019,4,571
Borna Coric,Hard,2020,2,363
Borna Coric,Hard,2021,1,162
Borna Coric,Hard,2022,4,560
Borna Coric,Hard,2023,2,267
Borna Coric,Hard,2024,3,411
Borna Gojo,Hard,2023,1,190
Botic Van De Zandschulp,Clay,2021,6,1122
Botic Van De Zandschulp,Clay,2022,8,1232
Botic Van De Zandschulp,Clay,2023,6,1153
Botic Van De Zandschulp,Clay,2024,4,641
Botic Van De Zandschulp,Clay,2025,1,120
Botic Van De Zandschulp,Clay,2026,1,252
Botic Van De Zandschulp,Grass,2021,2,463
Botic Van De Zandschulp,Grass,2022,3,433
Botic Van De Zandschulp,Hard,2019,5,644
Botic Van De Zandschulp,Hard,2020,4,708
Botic Van De Zandschulp,Hard,2021,16,3106
Botic Van De Zandschulp,Hard,2022,14,2357
Botic Van De Zandschulp,Hard,2023,12,2003
Botic Van De Zandschulp,Hard,2024,15,2459
Botic Van De Zandschulp,Hard,2025,10,1517
Botic Van De Zandschulp,Hard,2026,4,829
Brad Gilbert,Hard,1987,1,346
Brad Gilbert,Hard,1989,1,195
Brad Gilbert,Hard,1990,2,239
Brad Gilbert,Hard,1991,1,153
Brad Gilbert,Hard,1993,2,333
Brad Gilbert,Hard,1994,1,126
Bradley Klahn,Hard,2018,1,138
Bradley Klahn,Hard,2019,1,141
Brandon Holt,Hard,2022,1,309
Brandon Nakashima,Clay,2022,2,268
Brandon Nakashima,Clay,2024,1,218
Brandon Nakashima,Clay,2025,1,262
Brandon Nakashima,Clay,2026,1,98
Brandon Nakashima,Grass,2021,1,241
Brandon Nakashima,Grass,2022,1,289
Brandon Nakashima,Grass,2023,1,278
Brandon Nakashima,Grass,2024,2,227
Brandon Nakashima,Grass,2025,1,387
Brandon Nakashima,Hard,2020,1,124
Brandon Nakashima,Hard,2021,1,114
Brandon Nakashima,Hard,2022,8,1329
Brandon Nakashima,Hard,2023,3,612
Brandon Nakashima,Hard,2024,7,1005
Brandon Nakashima,Hard,2025,5,860
Brandon Nakashima,Hard,2026,4,715
Brayden Schnur,Grass,2019,1,180
Brayden Schnur,Hard,2019,4,781
Brian Battistone,Hard,2021,1,115
Brian Dabul,Hard,2010,1,147
Brian Gottfried,Clay,1978,1,104
Brian Gottfried,Grass,1980,1,213
Brian Teacher,Grass,1981,1,207
Bruno Kuzuhara,Hard,2022,1,283
Bu Yunchaokete,Hard,2024,4,521
Byron Black,Grass,1993,1,144
Byron Black,Grass,1997,1,125
Cameron Norrie,Clay,2019,1,116
Cameron Norrie,Clay,2021,4,621
Cameron Norrie,Clay,2022,2,395
Cameron Norrie,Clay,2023,3,307
Cameron Norrie,Clay,2024,2,250
Cameron Norrie,Clay,2025,2,484
Cameron Norrie,Clay,2026,1,101
Cameron Norrie,Grass,2015,1,69
Cameron Norrie,Grass,2019,1,144
Cameron Norrie,Grass,2021,2,418
Cameron Norrie,Grass,2022,1,136
Cameron Norrie,Grass,2024,1,140
Cameron Norrie,Hard,2019,4,525
Cameron Norrie,Hard,2021,5,746
Cameron Norrie,Hard,2022,8,936
Cameron Norrie,Hard,2023,2,450
Cameron Norrie,Hard,2024,3,821
Cameron Norrie,Hard,2025,3,485
Cameron Norrie,Hard,2026,2,235
Camilo Ugo Carabelli,Clay,2022,1,312
Camilo Ugo Carabelli,Clay,2024,5,775
Camilo Ugo Carabelli,Hard,2024,2,394
Camilo Ugo Carabelli,Hard,2026,1,127
Carlos Alcaraz,Clay,2019,2,314
Carlos Alcaraz,Clay,2020,3,685
Carlos Alcaraz,Clay,2021,3,342
Carlos Alcaraz,Clay,2022,16,2844
Carlos Alcaraz,Clay,2023,15,2339
Carlos Alcaraz,Clay,2024,13,2219
Carlos Alcaraz,Clay,2025,16,2754
Carlos Alcaraz,Clay,2026,3,374
Carlos Alcaraz,Grass,2021,1,146
Carlos Alcaraz,Grass,2022,1,264
Carlos Alcaraz,Grass,2023,10,2058
Carlos Alcaraz,Grass,2024,3,690
Carlos Alcaraz,Grass,2025,7,1476
Carlos Alcaraz,Hard,2021,10,1969
Carlos Alcaraz,Hard,2022,21,3866
Carlos Alcaraz,Hard,2023,23,3717
Carlos Alcaraz,Hard,2024,27,3788
Carlos Alcaraz,Hard,2025,36,5179
Carlos Alcaraz,Hard,2026,11,1925
Carlos Berlocq,Clay,2012,1,99
Carlos Berlocq,Clay,2015,3,486
Carlos Berlocq,Clay,2018,3,492
Carlos Berlocq,Clay,2019,1,122
Carlos Berlocq,Hard,2011,1,123
Carlos Costa,Clay,1992,2,343
Carlos Eduardo Severino,Clay,2015,1,113
Carlos Gimeno Valero,Clay,2022,1,79
Carlos Moya,Clay,1997,1,145
Carlos Moya,Clay,1998,2,388
Carlos Moya,Clay,1999,1,150
Carlos Moya,Clay,2001,1,206
Carlos Moya,Clay,2002,1,205
Carlos Moya,Clay,2004,2,245
Carlos Moya,Clay,2006,1,143
Carlos Moya,Clay,2007,3,509
Carlos Moya,Grass,2001,1,247
Carlos Moya,Grass,2004,1,252
Carlos Moya,Hard,1997,5,1179
Carlos Moya,Hard,1998,4,891
Carlos Moya,Hard,1999,1,302
Carlos Moya,Hard,2000,1,97
Carlos Moya,Hard,2001,1,304
Carlos Moya,Hard,2002,4,628
Carlos Moya,Hard,2003,2,270
Carlos Moya,Hard,2004,3,528
Carlos Taberner,Clay,2025,1,177
Carlos Taberner,Hard,2021,1,287
Casper Ruud,Clay,2017,2,406
Casper Ruud,Clay,2019,5,676
Casper Ruud,Clay,2020,1,163
Casper Ruud,Clay,2021,6,1011
Casper Ruud,Clay,2022,18,2801
Casper Ruud,Clay,2023,12,1867
Casper Ruud,Clay,2024,14,2109
Casper Ruud,Clay,2025,12,1710
Casper Ruud,Clay,2026,2,365
Casper Ruud,Grass,2023,1,228
Casper Ruud,Hard,2019,1,86
Casper Ruud,Hard,2020,3,594
Casper Ruud,Hard,2021,14,1703
Casper Ruud,Hard,2022,19,2794
Casper Ruud,Hard,2023,17,2947
Casper Ruud,Hard,2024,20,2986
Casper Ruud,Hard,2025,18,2861
Casper Ruud,Hard,2026,5,807
Cedric Pioline,Clay,1993,2,240
Cedric Pioline,Clay,1998,2,495
Cedric Pioline,Grass,1993,1,205
Cedric Pioline,Grass,1995,1,372
Cedric Pioline,Grass,1997,2,456
Cedric Pioline,Hard,1992,1,94
Cedric Pioline,Hard,1993,3,613
Cedric Pioline,Hard,1996,1,139
Cedric Pioline,Hard,1999,2,484
Cedric Pioline,Hard,2000,1,207
Cedrik Marcel Stebe,Hard,2019,1,122
Cem Ilkel,Grass,2019,1,101
Cem Ilkel,Hard,2019,1,150
Cem Ilkel,Hard,2022,1,184
Charles Broom,Grass,2024,1,191
Chase Buchanan,Clay,2015,1,119
Chieh Fu Wang,Hard,2015,1,82
Chris Guccione,Hard,2007,1,223
Chris Lewis,Grass,1983,2,513
Chris Woodruff,Hard,1996,1,108
Chris Woodruff,Hard,1997,2,399
Chris Woodruff,Hard,2000,1,176
Christian Bergstrom,Hard,1993,1,141
Christian Harrison,Hard,2021,1,107
Christian Saceanu,Grass,1992,1,202
Christoph Negritu,Hard,2024,1,144
Christophe Rochus,Clay,2005,1,98
Christophe Roger Vasselin,Clay,1983,1,134
Christopher Eubanks,Clay,2022,1,226
Christopher Eubanks,Clay,2024,2,278
Christopher Eubanks,Grass,2023,2,476
Christopher Eubanks,Grass,2024,1,157
Christopher Eubanks,Grass,2025,1,373
Christopher Eubanks,Hard,2019,1,156
Christopher Eubanks,Hard,2022,1,195
Christopher Eubanks,Hard,2023,4,477
Christopher Eubanks,Hard,2024,3,495
Christopher Eubanks,Hard,2025,1,100
Christopher Heyman,Hard,2018,1,109
Christopher Oconnell,Clay,2023,1,204
Christopher Oconnell,Clay,2025,1,104
Christopher Oconnell,Grass,2023,2,208
Christopher Oconnell,Hard,2015,1,87
Christopher Oconnell,Hard,2022,1,238
Christopher Oconnell,Hard,2023,2,401
Christopher Oconnell,Hard,2024,5,937
Christopher Oconnell,Hard,2025,2,453
Christopher Oconnell,Hard,2026,1,227
Chun Hsin Tseng,Clay,2024,1,188
Chun Hsin Tseng,Hard,2019,1,169
Chun Hsin Tseng,Hard,2020,1,86
Clement Chidekh,Hard,2025,1,215
Coleman Wong,Hard,2024,1,143
Coleman Wong,Hard,2025,2,307
Colton Smith,Hard,2024,1,114
Conner Huertas Del Pino,Clay,2022,1,183
Constant Lestienne,Grass,2024,1,270
Constant Lestienne,Hard,2018,1,178
Constant Lestienne,Hard,2022,1,194
Cooper Kose,Hard,2024,1,106
Cooper Williams,Hard,2024,1,112
Corentin Denolly,Clay,2019,1,214
Corentin Moutet,Clay,2024,4,762
Corentin Moutet,Clay,2025,2,351
Corentin Moutet,Grass,2023,1,134
Corentin Moutet,Grass,2025,1,154
Corentin Moutet,Hard,2019,3,332
Corentin Moutet,Hard,2020,2,319
Corentin Moutet,Hard,2022,4,821
Corentin Moutet,Hard,2025,4,773
Corentin Moutet,Hard,2026,1,165
Corrado Barazzutti,Clay,1979,1,89
Corrado Borroni,Clay,1995,1,89
Cristian Garin,Clay,2019,5,679
Cristian Garin,Clay,2021,2,365
Cristian Garin,Clay,2022,3,321
Cristian Garin,Clay,2024,1,171
Cristian Garin,Grass,2022,2,566
Cristian Garin,Hard,2018,1,138
Cristian Garin,Hard,2019,3,571
Cristian Garin,Hard,2020,1,93
Cristian Garin,Hard,2021,1,194
Cristian Garin,Hard,2022,2,173
Cristian Garin,Hard,2023,4,578
Cristian Garin,Hard,2024,1,321
Cristian Garin,Hard,2025,1,122
Dalibor Svrcina,Clay,2021,1,115
Dalibor Svrcina,Hard,2021,1,176
Damir Dzumhur,Clay,2015,1,163
Damir Dzumhur,Clay,2016,1,119
Damir Dzumhur,Grass,2015,1,133
Damir Dzumhur,Hard,2016,2,232
Damir Dzumhur,Hard,2018,3,398
Damir Dzumhur,Hard,2019,3,425
Damir Dzumhur,Hard,2023,1,98
Dan Goldie,Hard,1987,1,247
Dan Martin,Hard,2025,1,87
Daniel Altmaier,Clay,2019,1,145
Daniel Altmaier,Clay,2023,2,491
Daniel Altmaier,Clay,2024,3,384
Daniel Altmaier,Clay,2025,3,524
Daniel Altmaier,Grass,2022,1,108
Daniel Altmaier,Grass,2023,1,82
Daniel Altmaier,Grass,2025,1,104
Daniel Altmaier,Hard,2022,1,248
Daniel Altmaier,Hard,2023,1,106
Daniel Altmaier,Hard,2024,4,542
Daniel Altmaier,Hard,2025,4,753
Daniel Cox,Hard,2014,1,96
Daniel De Jonge,Hard,2025,1,153
Daniel Dutra Da Silva,Clay,2022,1,145
Daniel Dutra Da Silva,Clay,2024,2,288
Daniel Elahi Galan,Clay,2020,1,158
Daniel Elahi Galan,Clay,2023,1,254
Daniel Elahi Galan,Clay,2024,1,103
Daniel Elahi Galan,Clay,2025,2,517
Daniel Elahi Galan,Grass,2023,2,379
Daniel Elahi Galan,Hard,2021,3,292
Daniel Elahi Galan,Hard,2022,2,461
Daniel Elahi Galan,Hard,2024,1,377
Daniel Elahi Galan,Hard,2025,1,84
Daniel Evans,Clay,2017,1,135
Daniel Evans,Clay,2021,3,356
Daniel Evans,Clay,2023,1,249
Daniel Evans,Clay,2024,2,350
Daniel Evans,Grass,2019,1,102
Daniel Evans,Grass,2021,1,184
Daniel Evans,Grass,2022,2,280
Daniel Evans,Hard,2016,1,127
Daniel Evans,Hard,2017,1,120
Daniel Evans,Hard,2019,3,447
Daniel Evans,Hard,2020,2,424
Daniel Evans,Hard,2021,3,491
Daniel Evans,Hard,2022,8,969
Daniel Evans,Hard,2023,2,358
Daniel Evans,Hard,2024,1,392
Daniel Gimeno Traver,Clay,2012,1,156
Daniel Gimeno Traver,Clay,2014,1,125
Daniel Gimeno Traver,Clay,2015,2,226
Daniel Kosakowski,Hard,2014,1,119
Daniel Masur,Hard,2021,1,124
Daniel Michalski,Clay,2022,1,121
Daniel Michalski,Clay,2024,1,137
Daniel Nestor,Hard,2000,1,165
Daniel Nguyen,Hard,2014,1,160
Daniel Rincon,Clay,2024,1,101
Daniel Smethurst,Hard,2014,1,146
Daniel Vacek,Grass,1994,1,161
Daniel Vacek,Hard,2001,1,274
Daniil Medvedev,Clay,2018,1,143
Daniil Medvedev,Clay,2019,5,716
Daniil Medvedev,Clay,2020,1,246
Daniil Medvedev,Clay,2021,1,209
Daniil Medvedev,Clay,2022,3,531
Daniil Medvedev,Clay,2023,12,1891
Daniil Medvedev,Clay,2024,2,218
Daniil Medvedev,Clay,2025,4,778
Daniil Medvedev,Clay,2026,1,67
Daniil Medvedev,Grass,2017,1,180
Daniil Medvedev,Grass,2019,3,627
Daniil Medvedev,Grass,2021,2,441
Daniil Medvedev,Grass,2022,4,479
Daniil Medvedev,Grass,2023,10,1821
Daniil Medvedev,Grass,2024,3,616
Daniil Medvedev,Grass,2025,4,580
Daniil Medvedev,Hard,2017,2,270
Daniil Medvedev,Hard,2018,6,913
Daniil Medvedev,Hard,2019,27,4141
Daniil Medvedev,Hard,2020,10,1755
Daniil Medvedev,Hard,2021,24,3742
Daniil Medvedev,Hard,2022,33,5849
Daniil Medvedev,Hard,2023,57,8568
Daniil Medvedev,Hard,2024,30,4954
Daniil Medvedev,Hard,2025,20,3432
Daniil Medvedev,Hard,2026,18,2367
Danilo Petrovic,Clay,2019,1,121
Danny Sapsford,Grass,1999,1,175
Darian King,Hard,2015,1,115
Dario Acosta,Clay,2015,1,85
Darren Cahill,Hard,1990,1,281
Darwin Blanch,Hard,2025,1,163
David Ferrer,Clay,2003,1,196
David Ferrer,Clay,2006,1,96
David Ferrer,Clay,2010,2,318
David Ferrer,Clay,2011,5,900
David Ferrer,Clay,2012,4,604
David Ferrer,Clay,2013,2,260
David Ferrer,Clay,2014,2,367
David Ferrer,Clay,2015,1,198
David Ferrer,Clay,2017,3,435
David Ferrer,Clay,2018,1,371
David Ferrer,Clay,2019,3,424
David Ferrer,Grass,2013,1,191
David Ferrer,Hard,2003,1,104
David Ferrer,Hard,2006,3,334
David Ferrer,Hard,2007,3,607
David Ferrer,Hard,2009,1,122
David Ferrer,Hard,2010,2,426
David Ferrer,Hard,2011,6,996
David Ferrer,Hard,2012,7,1064
David Ferrer,Hard,2013,7,1145
David Ferrer,Hard,2014,3,623
David Ferrer,Hard,2015,8,1037
David Ferrer,Hard,2017,2,321
David Ferrer,Hard,2018,3,450
David Ferrer,Hard,2019,2,305
David Goffin,Clay,2015,3,474
David Goffin,Clay,2016,1,116
David Goffin,Clay,2017,6,990
David Goffin,Clay,2018,3,682
David Goffin,Clay,2019,1,105
David Goffin,Clay,2020,1,167
David Goffin,Clay,2022,3,578
David Goffin,Clay,2023,2,487
David Goffin,Clay,2024,1,300
David Goffin,Grass,2015,1,127
David Goffin,Grass,2019,3,723
David Goffin,Grass,2022,2,511
David Goffin,Grass,2024,1,323
David Goffin,Hard,2013,1,81
David Goffin,Hard,2014,1,110
David Goffin,Hard,2015,3,353
David Goffin,Hard,2016,5,785
David Goffin,Hard,2017,11,1793
David Goffin,Hard,2018,2,269
David Goffin,Hard,2019,7,1011
David Goffin,Hard,2020,2,403
David Goffin,Hard,2022,7,1305
David Goffin,Hard,2024,5,854
David Goffin,Hard,2025,1,128
David Guez,Hard,2015,1,109
David Nalbandian,Clay,2002,1,101
David Nalbandian,Clay,2004,2,396
David Nalbandian,Clay,2006,4,763
David Nalbandian,Clay,2008,1,181
David Nalbandian,Clay,2012,1,87
David Nalbandian,Grass,2002,2,465
David Nalbandian,Hard,2002,2,463
David Nalbandian,Hard,2003,6,1320
David Nalbandian,Hard,2004,3,622
David Nalbandian,Hard,2005,3,608
David Nalbandian,Hard,2006,8,1529
David Nalbandian,Hard,2007,5,644
David Nalbandian,Hard,2008,4,607
David Nalbandian,Hard,2010,3,463
David Nalbandian,Hard,2011,2,579
David Perez Sanz,Clay,2015,1,77
David Prinosil,Grass,2001,1,150
David Wheaton,Grass,1991,3,596
David Wheaton,Hard,1990,1,163
David Wheaton,Hard,1991,2,462
David Wheaton,Hard,1994,2,324
Davide Sanguinetti,Clay,2001,1,180
Davide Sanguinetti,Grass,1998,1,164
Davide Sanguinetti,Hard,2002,1,202
Denis Gremelmayr,Clay,2008,1,154
Denis Istomin,Clay,2015,1,137
Denis Istomin,Clay,2019,1,141
Denis Istomin,Clay,2021,1,152
Denis Istomin,Grass,2012,1,128
Denis Istomin,Grass,2015,1,222
Denis Istomin,Hard,2006,1,150
Denis Istomin,Hard,2014,1,79
Denis Istomin,Hard,2017,2,411
Denis Istomin,Hard,2019,1,119
Denis Istomin,Hard,2020,1,108
Denis Kudla,Grass,2018,1,149
Denis Kudla,Grass,2019,2,259
Denis Kudla,Hard,2014,1,110
Denis Kudla,Hard,2016,2,179
Denis Kudla,Hard,2018,2,301
Denis Kudla,Hard,2019,3,488
Denis Kudla,Hard,2021,1,139
Denis Shapovalov,Clay,2018,2,219
Denis Shapovalov,Clay,2019,2,315
Denis Shapovalov,Clay,2020,1,225
Denis Shapovalov,Clay,2022,2,337
Denis Shapovalov,Clay,2023,1,165
Denis Shapovalov,Clay,2024,1,236
Denis Shapovalov,Clay,2025,1,139
Denis Shapovalov,Grass,2016,2,367
Denis Shapovalov,Grass,2017,1,207
Denis Shapovalov,Grass,2018,1,133
Denis Shapovalov,Grass,2019,1,119
Denis Shapovalov,Grass,2021,2,391
Denis Shapovalov,Grass,2024,1,110
Denis Shapovalov,Hard,2016,1,94
Denis Shapovalov,Hard,2017,4,615
Denis Shapovalov,Hard,2018,4,1016
Denis Shapovalov,Hard,2019,17,2613
Denis Shapovalov,Hard,2020,7,1505
Denis Shapovalov,Hard,2021,5,756
Denis Shapovalov,Hard,2022,16,2567
Denis Shapovalov,Hard,2023,3,661
Denis Shapovalov,Hard,2024,3,504
Denis Shapovalov,Hard,2025,8,1084
Denis Shapovalov,Hard,2026,3,353
Dennis Novak,Grass,2023,1,248
Dennis Novak,Hard,2016,1,107
Dennis Novak,Hard,2019,1,104
Dennis Novak,Hard,2020,1,168
Dennis Novak,Hard,2021,1,131
Dennis Novikov,Hard,2016,1,111
Derrick Rostagno,Grass,1990,1,210
Derrick Rostagno,Grass,1992,1,210
Derrick Rostagno,Hard,1991,1,148
Devin Britton,Hard,2009,1,169
Dhakshineswar Suresh,Hard,2026,2,269
Diego Hartfield,Clay,2006,1,236
Diego Hartfield,Hard,2008,1,127
Diego Schwartzman,Clay,2015,2,273
Diego Schwartzman,Clay,2017,3,398
Diego Schwartzman,Clay,2019,2,340
Diego Schwartzman,Clay,2020,2,601
Diego Schwartzman,Clay,2021,1,185
Diego Schwartzman,Clay,2022,4,562
Diego Schwartzman,Clay,2023,2,158
Diego Schwartzman,Clay,2025,2,303
Diego Schwartzman,Grass,2019,1,91
Diego Schwartzman,Grass,2022,1,94
Diego Schwartzman,Grass,2023,1,164
Diego Schwartzman,Hard,2015,2,264
Diego Schwartzman,Hard,2017,1,235
Diego Schwartzman,Hard,2018,2,248
Diego Schwartzman,Hard,2019,4,600
Diego Schwartzman,Hard,2020,4,620
Diego Schwartzman,Hard,2021,6,1066
Diego Schwartzman,Hard,2022,5,777
Diego Schwartzman,Hard,2023,3,500
Diego Schwartzman,Hard,2024,1,236
Dimitar Kuzmanov,Hard,2022,1,199
Dimitar Kuzmanov,Hard,2023,1,98
Dino Prizmic,Hard,2023,1,190
Dino Prizmic,Hard,2024,2,458
Dino Prizmic,Hard,2025,2,315
Dmitry Popko,Clay,2024,2,330
Dmitry Popko,Clay,2025,1,199
Dmitry Popko,Hard,2022,1,120
Dmitry Tursunov,Clay,2006,2,686
Dominic Stricker,Grass,2021,1,173
Dominic Stricker,Hard,2023,2,558
Dominic Thiem,Clay,2014,1,149
Dominic Thiem,Clay,2015,6,836
Dominic Thiem,Clay,2016,8,1417
Dominic Thiem,Clay,2017,16,2182
Dominic Thiem,Clay,2018,13,2178
Dominic Thiem,Clay,2019,6,1101
Dominic Thiem,Clay,2020,1,376
Dominic Thiem,Clay,2021,4,521
Dominic Thiem,Clay,2022,10,1578
Dominic Thiem,Clay,2023,11,1648
Dominic Thiem,Clay,2024,3,451
Dominic Thiem,Grass,2016,2,421
Dominic Thiem,Grass,2019,1,246
Dominic Thiem,Grass,2023,1,331
Dominic Thiem,Hard,2011,1,108
Dominic Thiem,Hard,2014,2,247
Dominic Thiem,Hard,2015,3,436
Dominic Thiem,Hard,2016,8,1118
Dominic Thiem,Hard,2017,12,1951
Dominic Thiem,Hard,2018,7,1170
Dominic Thiem,Hard,2019,22,3450
Dominic Thiem,Hard,2020,13,2890
Dominic Thiem,Hard,2021,2,397
Dominic Thiem,Hard,2022,18,2736
Dominic Thiem,Hard,2023,8,1327
Dominic Thiem,Hard,2024,4,724
Dominik Hrbaty,Clay,1999,1,261
Dominik Hrbaty,Hard,1997,1,313
Dominik Hrbaty,Hard,2001,1,245
Dominik Hrbaty,Hard,2006,2,224
Dominik Koepfer,Clay,2021,1,319
Dominik Koepfer,Clay,2024,1,115
Dominik Koepfer,Grass,2024,2,357
Dominik Koepfer,Hard,2018,1,93
Dominik Koepfer,Hard,2019,2,457
Dominik Koepfer,Hard,2020,1,192
Dominik Koepfer,Hard,2021,1,189
Dominik Koepfer,Hard,2023,1,88
Dominik Koepfer,Hard,2025,1,199
Donald Young,Clay,2014,1,124
Donald Young,Hard,2011,1,71
Donald Young,Hard,2017,1,106
Donald Young,Hard,2019,2,228
Dragos Dima,Clay,2018,1,105
Duck Hee Lee,Hard,2018,1,100
Dudi Sela,Hard,2014,1,109
Dudi Sela,Hard,2015,1,78
Dudi Sela,Hard,2016,2,272
Dudi Sela,Hard,2017,2,270
Duje Ajdukovic,Hard,2023,1,173
Dusan Lajovic,Clay,2014,1,116
Dusan Lajovic,Clay,2017,1,115
Dusan Lajovic,Clay,2018,2,262
Dusan Lajovic,Clay,2019,5,760
Dusan Lajovic,Clay,2022,2,360
Dusan Lajovic,Clay,2023,5,706
Dusan Lajovic,Clay,2024,4,514
Dusan Lajovic,Clay,2025,1,118
Dusan Lajovic,Grass,2018,1,147
Dusan Lajovic,Hard,2015,1,93
Dusan Lajovic,Hard,2017,1,188
Dusan Lajovic,Hard,2018,2,187
Dusan Lajovic,Hard,2019,5,666
Dusan Lajovic,Hard,2020,2,262
Dusan Lajovic,Hard,2021,1,99
Dusan Lajovic,Hard,2023,5,680
Dusan Lajovic,Hard,2024,3,391
Dustin Brown,Clay,2017,1,176
Dustin Brown,Clay,2019,4,560
Dustin Brown,Grass,2014,1,98
Dustin Brown,Grass,2015,4,725
Dustin Brown,Grass,2019,2,340
Dustin Brown,Hard,2016,2,200
Dustin Brown,Hard,2017,1,83
Dustin Brown,Hard,2019,1,196
Dylan Dietrich,Hard,2024,1,108
Dzmitry Zhyrmont,Hard,2017,1,161
Eddie Dibbs,Clay,1982,1,71
Edouard Roger Vasselin,Hard,2014,2,305
Edouard Roger Vasselin,Hard,2015,1,205
Eduardo Masso,Grass,1992,1,223
Eduardo Russi,Clay,2014,1,81
Eduardo Struvay,Hard,2016,1,111
Egor Gerasimov,Clay,2022,2,302
Egor Gerasimov,Hard,2016,1,127
Egor Gerasimov,Hard,2019,1,175
Egor Gerasimov,Hard,2020,2,470
Egor Gerasimov,Hard,2021,1,312
Egor Gerasimov,Hard,2022,1,289
Elias Ymer,Clay,2021,1,101
Elias Ymer,Hard,2021,1,244
Eliot Spizzirri,Hard,2024,2,310
Eliot Spizzirri,Hard,2026,1,240
Elliot Benchetrit,Clay,2020,1,151
Elliot Benchetrit,Clay,2025,1,119
Elliot Benchetrit,Hard,2019,1,120
Elliot Benchetrit,Hard,2020,1,139
Elmer Moller,Clay,2025,3,509
Elmer Moller,Hard,2025,2,389
Emil Ruusuvuori,Clay,2022,5,715
Emil Ruusuvuori,Clay,2023,4,492
Emil Ruusuvuori,Grass,2023,3,438
Emil Ruusuvuori,Grass,2024,2,492
Emil Ruusuvuori,Hard,2021,3,384
Emil Ruusuvuori,Hard,2022,8,1240
Emil Ruusuvuori,Hard,2023,7,1302
Emil Ruusuvuori,Hard,2024,7,1265
Emilio Gomez,Hard,2020,1,222
Emilio Gomez,Hard,2022,1,124
Emilio Nava,Clay,2024,1,123
Emilio Nava,Hard,2022,1,340
Emilio Nava,Hard,2023,1,266
Emilio Nava,Hard,2024,1,97
Emilio Nava,Hard,2025,1,188
Emilio Sanchez,Clay,1986,1,192
Emilio Sanchez,Clay,1991,1,108
Emilio Sanchez,Hard,1990,2,437
Enzo Couacaud,Hard,2021,1,186
Enzo Couacaud,Hard,2023,1,246
Ergi Kirkin,Clay,2024,1,134
Ernesto Escobedo,Hard,2019,1,126
Ernests Gulbis,Clay,2008,1,263
Ernests Gulbis,Clay,2010,1,204
Ernests Gulbis,Clay,2014,3,664
Ernests Gulbis,Hard,2010,1,116
Ernests Gulbis,Hard,2013,1,112
Ernests Gulbis,Hard,2014,1,144
Ernests Gulbis,Hard,2015,1,107
Ernests Gulbis,Hard,2018,2,230
Ernests Gulbis,Hard,2019,3,389
Ernests Gulbis,Hard,2020,6,880
Ethan Quinn,Clay,2025,1,292
Ethan Quinn,Grass,2025,2,401
Ethan Quinn,Hard,2024,3,348
Ethan Quinn,Hard,2026,4,640
Evan Furness,Hard,2022,1,134
Evan King,Clay,2019,1,224
Evan Zhu,Hard,2024,1,109
Evgeny Donskoy,Hard,2016,2,202
Evgeny Donskoy,Hard,2017,1,204
Evgeny Donskoy,Hard,2019,1,120
Evgeny Donskoy,Hard,2023,1,152
Evgeny Korolev,Hard,2009,1,98
Fabian Marozsan,Clay,2023,1,137
Fabian Marozsan,Clay,2024,1,103
Fabian Marozsan,Clay,2025,2,340
Fabian Marozsan,Clay,2026,1,107
Fabian Marozsan,Hard,2021,1,109
Fabian Marozsan,Hard,2022,1,199
