scope,direction,metric,threshold,stratum_type,stratum,eligible_rows,total_rows,coverage_rate,complete_matches,total_matches,complete_match_rate,covered_players
server_surface,wide,direction_points,25,overall,Overall,11773,15048,0.7823631047315258,4820,7524,0.6406166932482722,369
server_surface,wide,direction_points,25,surface,Hard,8108,9646,0.84055567074435,3527,4823,0.7312875803441841,310
server_surface,wide,direction_points,25,surface,Clay,2647,3744,0.7069978632478633,979,1872,0.5229700854700855,224
server_surface,wide,direction_points,25,surface,Grass,1018,1658,0.6139927623642943,314,829,0.37876960193003617,121
server_surface,wide,direction_points,25,derived_period,to_2009,2990,3912,0.7643149284253579,1138,1956,0.581799591002045,129
server_surface,wide,direction_points,25,derived_period,2010s,3290,4464,0.7370071684587813,1301,2232,0.5828853046594982,159
server_surface,wide,direction_points,25,derived_period,2020s,5493,6672,0.8232913669064749,2381,3336,0.7137290167865707,221
server_surface,wide,direction_points,50,overall,Overall,10497,15048,0.6975677830940988,3918,7524,0.5207336523125997,280
server_surface,wide,direction_points,50,surface,Hard,7457,9646,0.773066556085424,3013,4823,0.6247149077337757,252
server_surface,wide,direction_points,50,surface,Clay,2233,3744,0.5964209401709402,720,1872,0.38461538461538464,164
server_surface,wide,direction_points,50,surface,Grass,807,1658,0.4867310012062726,185,829,0.22316043425814233,79
server_surface,wide,direction_points,50,derived_period,to_2009,2673,3912,0.683282208588957,901,1956,0.4606339468302659,93
server_surface,wide,direction_points,50,derived_period,2010s,2830,4464,0.6339605734767025,1001,2232,0.4484767025089606,113
server_surface,wide,direction_points,50,derived_period,2020s,4994,6672,0.7485011990407674,2016,3336,0.60431654676259,179
server_surface,wide,direction_points,100,overall,Overall,8778,15048,0.5833333333333334,2815,7524,0.3741360978203083,196
server_surface,wide,direction_points,100,surface,Hard,6496,9646,0.6734397677793904,2302,4823,0.4772962886170433,173
server_surface,wide,direction_points,100,surface,Clay,1712,3744,0.45726495726495725,427,1872,0.2280982905982906,107
server_surface,wide,direction_points,100,surface,Grass,570,1658,0.34378769601930037,86,829,0.1037394451145959,45
server_surface,wide,direction_points,100,derived_period,to_2009,2233,3912,0.5708077709611452,631,1956,0.3225971370143149,60
server_surface,wide,direction_points,100,derived_period,2010s,2348,4464,0.5259856630824373,710,2232,0.31810035842293904,72
server_surface,wide,direction_points,100,derived_period,2020s,4197,6672,0.6290467625899281,1474,3336,0.44184652278177455,132
server_surface,wide,direction_points,250,overall,Overall,5955,15048,0.39573365231259966,1379,7524,0.18328017012227538,107
server_surface,wide,direction_points,250,surface,Hard,4783,9646,0.4958532034003732,1242,4823,0.25751606883682354,102
server_surface,wide,direction_points,250,surface,Clay,903,3744,0.24118589743589744,123,1872,0.06570512820512821,39
server_surface,wide,direction_points,250,surface,Grass,269,1658,0.16224366706875754,14,829,0.016887816646562123,19
server_surface,wide,direction_points,250,derived_period,to_2009,1507,3912,0.3852249488752556,294,1956,0.15030674846625766,33
server_surface,wide,direction_points,250,derived_period,2010s,1628,4464,0.36469534050179214,371,2232,0.16621863799283154,38
server_surface,wide,direction_points,250,derived_period,2020s,2820,6672,0.4226618705035971,714,3336,0.21402877697841727,71
server_surface,wide,direction_matches,0,overall,Overall,15048,15048,1.0,7524,7524,1.0,1002
server_surface,wide,direction_matches,0,surface,Hard,9646,9646,1.0,4823,4823,1.0,753
server_surface,wide,direction_matches,0,surface,Clay,3744,3744,1.0,1872,1872,1.0,587
server_surface,wide,direction_matches,0,surface,Grass,1658,1658,1.0,829,829,1.0,359
server_surface,wide,direction_matches,0,derived_period,to_2009,3912,3912,1.0,1956,1956,1.0,357
server_surface,wide,direction_matches,0,derived_period,2010s,4464,4464,1.0,2232,2232,1.0,412
server_surface,wide,direction_matches,0,derived_period,2020s,6672,6672,1.0,3336,3336,1.0,470
server_surface,wide,direction_matches,1,overall,Overall,13337,15048,0.8862971823498139,6030,7524,0.8014354066985646,549
server_surface,wide,direction_matches,1,surface,Hard,8887,9646,0.9213145345220817,4159,4823,0.8623263528923907,462
server_surface,wide,direction_matches,1,surface,Clay,3155,3744,0.8426816239316239,1362,1872,0.7275641025641025,339
server_surface,wide,direction_matches,1,surface,Grass,1295,1658,0.7810615199034981,509,829,0.6139927623642943,201
server_surface,wide,direction_matches,1,derived_period,to_2009,3342,3912,0.8542944785276073,1429,1956,0.7305725971370143,177
server_surface,wide,direction_matches,1,derived_period,2010s,3878,4464,0.8687275985663082,1741,2232,0.7800179211469535,238
server_surface,wide,direction_matches,1,derived_period,2020s,6117,6672,0.91681654676259,2860,3336,0.8573141486810552,306
server_surface,wide,direction_matches,3,overall,Overall,11569,15048,0.768806485911749,4678,7524,0.6217437533227007,348
server_surface,wide,direction_matches,3,surface,Hard,8056,9646,0.8351648351648352,3477,4823,0.7209205888451171,312
server_surface,wide,direction_matches,3,surface,Clay,2562,3744,0.6842948717948718,929,1872,0.4962606837606838,207
server_surface,wide,direction_matches,3,surface,Grass,951,1658,0.5735826296743064,272,829,0.3281061519903498,105
server_surface,wide,direction_matches,3,derived_period,to_2009,2822,3912,0.7213701431492843,1022,1956,0.5224948875255624,110
server_surface,wide,direction_matches,3,derived_period,2010s,3256,4464,0.7293906810035843,1276,2232,0.5716845878136201,158
server_surface,wide,direction_matches,3,derived_period,2020s,5491,6672,0.8229916067146283,2380,3336,0.7134292565947242,216
server_surface,wide,direction_matches,5,overall,Overall,10397,15048,0.6909223817118554,3849,7524,0.5115629984051037,278
server_surface,wide,direction_matches,5,surface,Hard,7465,9646,0.7738959154053494,3002,4823,0.6224341696039809,250
server_surface,wide,direction_matches,5,surface,Clay,2168,3744,0.5790598290598291,681,1872,0.36378205128205127,152
server_surface,wide,direction_matches,5,surface,Grass,764,1658,0.46079613992762364,166,829,0.20024125452352232,65
server_surface,wide,direction_matches,5,derived_period,to_2009,2480,3912,0.6339468302658486,787,1956,0.4023517382413088,82
server_surface,wide,direction_matches,5,derived_period,2010s,2859,4464,0.6404569892473119,1013,2232,0.4538530465949821,122
server_surface,wide,direction_matches,5,derived_period,2020s,5058,6672,0.7580935251798561,2049,3336,0.6142086330935251,185
server_surface,wide,direction_matches,10,overall,Overall,8445,15048,0.5612041467304625,2652,7524,0.3524720893141946,179
server_surface,wide,direction_matches,10,surface,Hard,6391,9646,0.6625544267053701,2220,4823,0.4602944225585735,167
server_surface,wide,direction_matches,10,surface,Clay,1555,3744,0.4153311965811966,368,1872,0.19658119658119658,92
server_surface,wide,direction_matches,10,surface,Grass,499,1658,0.30096501809408926,64,829,0.07720144752714113,37
server_surface,wide,direction_matches,10,derived_period,to_2009,1948,3912,0.49795501022494887,493,1956,0.25204498977505113,49
server_surface,wide,direction_matches,10,derived_period,2010s,2282,4464,0.5112007168458781,669,2232,0.29973118279569894,71
server_surface,wide,direction_matches,10,derived_period,2020s,4215,6672,0.6317446043165468,1490,3336,0.44664268585131894,123
server_surface,wide,direction_matches,20,overall,Overall,6181,15048,0.41075225943647,1505,7524,0.20002658160552897,112
server_surface,wide,direction_matches,20,surface,Hard,4992,9646,0.5175202156334232,1356,4823,0.28115280945469623,106
server_surface,wide,direction_matches,20,surface,Clay,923,3744,0.2465277777777778,132,1872,0.07051282051282051,39
server_surface,wide,direction_matches,20,surface,Grass,266,1658,0.16043425814234016,17,829,0.020506634499396863,13
server_surface,wide,direction_matches,20,derived_period,to_2009,1361,3912,0.3479038854805726,253,1956,0.12934560327198363,29
server_surface,wide,direction_matches,20,derived_period,2010s,1689,4464,0.37836021505376344,392,2232,0.17562724014336917,44
server_surface,wide,direction_matches,20,derived_period,2020s,3131,6672,0.46927458033573144,860,3336,0.2577937649880096,82
server_surface,body,direction_points,0,overall,Overall,15048,15048,1.0,7524,7524,1.0,1002
server_surface,body,direction_points,0,surface,Hard,9646,9646,1.0,4823,4823,1.0,753
server_surface,body,direction_points,0,surface,Clay,3744,3744,1.0,1872,1872,1.0,587
server_surface,body,direction_points,0,surface,Grass,1658,1658,1.0,829,829,1.0,359
server_surface,body,direction_points,0,derived_period,to_2009,3912,3912,1.0,1956,1956,1.0,357
server_surface,body,direction_points,0,derived_period,2010s,4464,4464,1.0,2232,2232,1.0,412
server_surface,body,direction_points,0,derived_period,2020s,6672,6672,1.0,3336,3336,1.0,470
server_surface,body,direction_points,10,overall,Overall,12795,15048,0.8502791068580542,5600,7524,0.7442849548112705,489
server_surface,body,direction_points,10,surface,Hard,8658,9646,0.8975741239892183,3971,4823,0.8233464648558988,422
server_surface,body,direction_points,10,surface,Clay,2932,3744,0.7831196581196581,1189,1872,0.6351495726495726,283
server_surface,body,direction_points,10,surface,Grass,1205,1658,0.726779252110977,440,829,0.5307599517490953,185
server_surface,body,direction_points,10,derived_period,to_2009,3204,3912,0.8190184049079755,1311,1956,0.6702453987730062,154
server_surface,body,direction_points,10,derived_period,2010s,3674,4464,0.8230286738351255,1583,2232,0.7092293906810035,208
server_surface,body,direction_points,10,derived_period,2020s,5917,6672,0.8868405275779376,2706,3336,0.8111510791366906,284
server_surface,body,direction_points,25,overall,Overall,11700,15048,0.777511961722488,4775,7524,0.6346358320042531,375
server_surface,body,direction_points,25,surface,Hard,8155,9646,0.8454281567489115,3557,4823,0.7375077752436243,328
server_surface,body,direction_points,25,surface,Clay,2526,3744,0.6746794871794872,903,1872,0.4823717948717949,201
server_surface,body,direction_points,25,surface,Grass,1019,1658,0.6145958986731002,315,829,0.37997587454764775,131
server_surface,body,direction_points,25,derived_period,to_2009,2903,3912,0.7420756646216768,1092,1956,0.558282208588957,115
server_surface,body,direction_points,25,derived_period,2010s,3263,4464,0.7309587813620072,1279,2232,0.5730286738351255,161
server_surface,body,direction_points,25,derived_period,2020s,5534,6672,0.8294364508393285,2404,3336,0.7206235011990407,232
server_surface,body,direction_points,50,overall,Overall,10392,15048,0.6905901116427432,3847,7524,0.5112971823498139,285
server_surface,body,direction_points,50,surface,Hard,7497,9646,0.7772133526850508,3027,4823,0.6276176653535144,257
server_surface,body,direction_points,50,surface,Clay,2060,3744,0.5502136752136753,616,1872,0.32905982905982906,146
server_surface,body,direction_points,50,surface,Grass,835,1658,0.5036188178528347,204,829,0.24607961399276237,82
server_surface,body,direction_points,50,derived_period,to_2009,2530,3912,0.6467280163599182,823,1956,0.4207566462167689,86
server_surface,body,direction_points,50,derived_period,2010s,2848,4464,0.6379928315412187,1003,2232,0.44937275985663083,120
server_surface,body,direction_points,50,derived_period,2020s,5014,6672,0.7514988009592326,2021,3336,0.6058153477218226,186
server_surface,body,direction_points,100,overall,Overall,8616,15048,0.5725677830940988,2741,7524,0.36430090377458796,197
server_surface,body,direction_points,100,surface,Hard,6579,9646,0.682044370723616,2341,4823,0.4853825419863156,187
server_surface,body,direction_points,100,surface,Clay,1451,3744,0.3875534188034188,302,1872,0.16132478632478633,83
server_surface,body,direction_points,100,surface,Grass,586,1658,0.353437876960193,98,829,0.11821471652593486,44
server_surface,body,direction_points,100,derived_period,to_2009,2067,3912,0.5283742331288344,552,1956,0.2822085889570552,55
server_surface,body,direction_points,100,derived_period,2010s,2347,4464,0.5257616487455197,710,2232,0.31810035842293904,79
server_surface,body,direction_points,100,derived_period,2020s,4202,6672,0.6297961630695443,1479,3336,0.4433453237410072,133
server_surface,body,direction_points,250,overall,Overall,5813,15048,0.3862971823498139,1339,7524,0.1779638490164806,100
server_surface,body,direction_points,250,surface,Hard,4831,9646,0.5008293593199253,1252,4823,0.25958946713663694,97
server_surface,body,direction_points,250,surface,Clay,703,3744,0.18776709401709402,68,1872,0.03632478632478633,26
server_surface,body,direction_points,250,surface,Grass,279,1658,0.16827503015681544,19,829,0.022919179734620022,15
server_surface,body,direction_points,250,derived_period,to_2009,1338,3912,0.34202453987730064,247,1956,0.12627811860940696,29
server_surface,body,direction_points,250,derived_period,2010s,1593,4464,0.35685483870967744,343,2232,0.15367383512544802,41
server_surface,body,direction_points,250,derived_period,2020s,2882,6672,0.4319544364508393,749,3336,0.22452038369304556,71
server_surface,body,direction_matches,0,overall,Overall,15048,15048,1.0,7524,7524,1.0,1002
server_surface,body,direction_matches,0,surface,Hard,9646,9646,1.0,4823,4823,1.0,753
server_surface,body,direction_matches,0,surface,Clay,3744,3744,1.0,1872,1872,1.0,587
server_surface,body,direction_matches,0,surface,Grass,1658,1658,1.0,829,829,1.0,359
server_surface,body,direction_matches,0,derived_period,to_2009,3912,3912,1.0,1956,1956,1.0,357
server_surface,body,direction_matches,0,derived_period,2010s,4464,4464,1.0,2232,2232,1.0,412
server_surface,body,direction_matches,0,derived_period,2020s,6672,6672,1.0,3336,3336,1.0,470
server_surface,body,direction_matches,1,overall,Overall,13335,15048,0.886164274322169,6030,7524,0.8014354066985646,548
server_surface,body,direction_matches,1,surface,Hard,8891,9646,0.9217292141820443,4164,4823,0.8633630520422974,463
server_surface,body,direction_matches,1,surface,Clay,3147,3744,0.8405448717948718,1355,1872,0.7238247863247863,337
server_surface,body,direction_matches,1,surface,Grass,1297,1658,0.7822677925211098,511,829,0.6164053075995175,201
server_surface,body,direction_matches,1,derived_period,to_2009,3340,3912,0.8537832310838446,1428,1956,0.7300613496932515,177
server_surface,body,direction_matches,1,derived_period,2010s,3878,4464,0.8687275985663082,1741,2232,0.7800179211469535,237
server_surface,body,direction_matches,1,derived_period,2020s,6117,6672,0.91681654676259,2861,3336,0.8576139088729017,306
server_surface,body,direction_matches,3,overall,Overall,11559,15048,0.7681419457735247,4672,7524,0.6209463051568315,348
server_surface,body,direction_matches,3,surface,Hard,8057,9646,0.8352685050798259,3480,4823,0.7215426083350611,311
server_surface,body,direction_matches,3,surface,Clay,2548,3744,0.6805555555555556,918,1872,0.49038461538461536,205
server_surface,body,direction_matches,3,surface,Grass,954,1658,0.5753920386007237,274,829,0.330518697225573,106
server_surface,body,direction_matches,3,derived_period,to_2009,2816,3912,0.7198364008179959,1018,1956,0.5204498977505112,110
server_surface,body,direction_matches,3,derived_period,2010s,3253,4464,0.7287186379928315,1275,2232,0.571236559139785,159
server_surface,body,direction_matches,3,derived_period,2020s,5490,6672,0.822841726618705,2379,3336,0.7131294964028777,215
server_surface,body,direction_matches,5,overall,Overall,10376,15048,0.6895268474215842,3831,7524,0.509170653907496,279
server_surface,body,direction_matches,5,surface,Hard,7459,9646,0.7732738959154053,2996,4823,0.6211901306240929,251
server_surface,body,direction_matches,5,surface,Clay,2153,3744,0.5750534188034188,670,1872,0.3579059829059829,151
server_surface,body,direction_matches,5,surface,Grass,764,1658,0.46079613992762364,165,829,0.19903498190591074,64
server_surface,body,direction_matches,5,derived_period,to_2009,2474,3912,0.6324130879345603,783,1956,0.4003067484662577,80
server_surface,body,direction_matches,5,derived_period,2010s,2844,4464,0.6370967741935484,1001,2232,0.4484767025089606,122
server_surface,body,direction_matches,5,derived_period,2020s,5058,6672,0.7580935251798561,2047,3336,0.6136091127098321,187
server_surface,body,direction_matches,10,overall,Overall,8413,15048,0.5590776182881446,2634,7524,0.35007974481658694,180
server_surface,body,direction_matches,10,surface,Hard,6374,9646,0.6607920381505287,2209,4823,0.45801368442877877,168
server_surface,body,direction_matches,10,surface,Clay,1538,3744,0.4107905982905983,358,1872,0.19123931623931623,92
server_surface,body,direction_matches,10,surface,Grass,501,1658,0.30217129071170085,67,829,0.08082026537997587,37
server_surface,body,direction_matches,10,derived_period,to_2009,1947,3912,0.4976993865030675,492,1956,0.25153374233128833,50
server_surface,body,direction_matches,10,derived_period,2010s,2269,4464,0.5082885304659498,664,2232,0.2974910394265233,70
server_surface,body,direction_matches,10,derived_period,2020s,4197,6672,0.6290467625899281,1478,3336,0.4430455635491607,123
server_surface,body,direction_matches,20,overall,Overall,6153,15048,0.4088915470494418,1495,7524,0.1986975013290803,111
server_surface,body,direction_matches,20,surface,Hard,4983,9646,0.5165871863985072,1354,4823,0.28073812979473356,106
server_surface,body,direction_matches,20,surface,Clay,902,3744,0.24091880341880342,126,1872,0.0673076923076923,37
server_surface,body,direction_matches,20,surface,Grass,268,1658,0.16164053075995174,15,829,0.018094089264173704,13
server_surface,body,direction_matches,20,derived_period,to_2009,1359,3912,0.3473926380368098,252,1956,0.12883435582822086,29
server_surface,body,direction_matches,20,derived_period,2010s,1684,4464,0.3772401433691756,390,2232,0.17473118279569894,44
server_surface,body,direction_matches,20,derived_period,2020s,3110,6672,0.4661270983213429,853,3336,0.25569544364508395,81
server_surface,T,direction_points,0,overall,Overall,15048,15048,1.0,7524,7524,1.0,1002
server_surface,T,direction_points,0,surface,Hard,9646,9646,1.0,4823,4823,1.0,753
server_surface,T,direction_points,0,surface,Clay,3744,3744,1.0,1872,1872,1.0,587
server_surface,T,direction_points,0,surface,Grass,1658,1658,1.0,829,829,1.0,359
server_surface,T,direction_points,0,derived_period,to_2009,3912,3912,1.0,1956,1956,1.0,357
server_surface,T,direction_points,0,derived_period,2010s,4464,4464,1.0,2232,2232,1.0,412
server_surface,T,direction_points,0,derived_period,2020s,6672,6672,1.0,3336,3336,1.0,470
server_surface,T,direction_points,10,overall,Overall,12558,15048,0.8345295055821371,5425,7524,0.7210260499734183,443
server_surface,T,direction_points,10,surface,Hard,8512,9646,0.8824383164005806,3855,4823,0.7992950445780634,383
server_surface,T,direction_points,10,surface,Clay,2868,3744,0.7660256410256411,1149,1872,0.6137820512820513,275
server_surface,T,direction_points,10,surface,Grass,1178,1658,0.7104945717732207,421,829,0.5078407720144753,167
server_surface,T,direction_points,10,derived_period,to_2009,3156,3912,0.8067484662576687,1281,1956,0.6549079754601227,148
server_surface,T,direction_points,10,derived_period,2010s,3581,4464,0.8021953405017921,1514,2232,0.6783154121863799,194
server_surface,T,direction_points,10,derived_period,2020s,5821,6672,0.8724520383693045,2630,3336,0.7883693045563549,258
server_surface,T,direction_points,25,overall,Overall,11291,15048,0.7503322700691122,4472,7524,0.5943646996278575,341
server_surface,T,direction_points,25,surface,Hard,7906,9646,0.8196143479162347,3352,4823,0.6950031100974497,299
server_surface,T,direction_points,25,surface,Clay,2437,3744,0.6509081196581197,846,1872,0.4519230769230769,196
server_surface,T,direction_points,25,surface,Grass,948,1658,0.571773220747889,274,829,0.330518697225573,108
server_surface,T,direction_points,25,derived_period,to_2009,2828,3912,0.7229038854805726,1019,1956,0.5209611451942741,115
server_surface,T,direction_points,25,derived_period,2010s,3116,4464,0.6980286738351255,1186,2232,0.5313620071684588,144
server_surface,T,direction_points,25,derived_period,2020s,5347,6672,0.8014088729016786,2267,3336,0.6795563549160671,210
server_surface,T,direction_points,50,overall,Overall,9844,15048,0.654173312068049,3488,7524,0.4635832004253057,249
server_surface,T,direction_points,50,surface,Hard,7151,9646,0.7413435620982791,2772,4823,0.5747460087082729,229
server_surface,T,direction_points,50,surface,Clay,1947,3744,0.5200320512820513,556,1872,0.297008547008547,128
server_surface,T,direction_points,50,surface,Grass,746,1658,0.4499396863691194,160,829,0.19300361881785283,68
server_surface,T,direction_points,50,derived_period,to_2009,2431,3912,0.6214212678936605,753,1956,0.38496932515337423,74
server_surface,T,direction_points,50,derived_period,2010s,2667,4464,0.5974462365591398,900,2232,0.4032258064516129,101
server_surface,T,direction_points,50,derived_period,2020s,4746,6672,0.7113309352517986,1835,3336,0.5500599520383693,164
server_surface,T,direction_points,100,overall,Overall,8013,15048,0.5324960127591707,2374,7524,0.31552365762892076,162
server_surface,T,direction_points,100,surface,Hard,6100,9646,0.6323864814430852,2019,4823,0.41861911673232427,153
server_surface,T,direction_points,100,surface,Clay,1410,3744,0.3766025641025641,290,1872,0.15491452991452992,76
server_surface,T,direction_points,100,surface,Grass,503,1658,0.3033775633293124,65,829,0.07840772014475271,38
server_surface,T,direction_points,100,derived_period,to_2009,1968,3912,0.5030674846625767,488,1956,0.24948875255623723,50
server_surface,T,direction_points,100,derived_period,2010s,2144,4464,0.48028673835125446,594,2232,0.2661290322580645,65
server_surface,T,direction_points,100,derived_period,2020s,3901,6672,0.5846822541966427,1292,3336,0.3872901678657074,110
server_surface,T,direction_points,250,overall,Overall,5116,15048,0.3399787347155768,1038,7524,0.1379585326953748,85
server_surface,T,direction_points,250,surface,Hard,4227,9646,0.4382127306655609,961,4823,0.1992535766120672,85
server_surface,T,direction_points,250,surface,Clay,675,3744,0.18028846153846154,70,1872,0.03739316239316239,22
server_surface,T,direction_points,250,surface,Grass,214,1658,0.12907117008443908,7,829,0.008443908323281062,10
server_surface,T,direction_points,250,derived_period,to_2009,1178,3912,0.3011247443762781,179,1956,0.09151329243353783,28
server_surface,T,direction_points,250,derived_period,2010s,1418,4464,0.31765232974910396,270,2232,0.12096774193548387,33
server_surface,T,direction_points,250,derived_period,2020s,2520,6672,0.3776978417266187,589,3336,0.17655875299760193,57
server_surface,T,direction_matches,0,overall,Overall,15048,15048,1.0,7524,7524,1.0,1002
server_surface,T,direction_matches,0,surface,Hard,9646,9646,1.0,4823,4823,1.0,753
server_surface,T,direction_matches,0,surface,Clay,3744,3744,1.0,1872,1872,1.0,587
server_surface,T,direction_matches,0,surface,Grass,1658,1658,1.0,829,829,1.0,359
server_surface,T,direction_matches,0,derived_period,to_2009,3912,3912,1.0,1956,1956,1.0,357
server_surface,T,direction_matches,0,derived_period,2010s,4464,4464,1.0,2232,2232,1.0,412
server_surface,T,direction_matches,0,derived_period,2020s,6672,6672,1.0,3336,3336,1.0,470
server_surface,T,direction_matches,1,overall,Overall,13319,15048,0.88510101010101,6019,7524,0.799973418394471,546
server_surface,T,direction_matches,1,surface,Hard,8880,9646,0.920588845117147,4155,4823,0.8614969935724652,459
server_surface,T,direction_matches,1,surface,Clay,3145,3744,0.8400106837606838,1355,1872,0.7238247863247863,338
server_surface,T,direction_matches,1,surface,Grass,1294,1658,0.7804583835946924,509,829,0.6139927623642943,201
server_surface,T,direction_matches,1,derived_period,to_2009,3333,3912,0.8519938650306749,1422,1956,0.7269938650306749,176
server_surface,T,direction_matches,1,derived_period,2010s,3870,4464,0.8669354838709677,1736,2232,0.7777777777777778,237
server_surface,T,direction_matches,1,derived_period,2020s,6116,6672,0.9166666666666666,2861,3336,0.8576139088729017,305
server_surface,T,direction_matches,3,overall,Overall,11547,15048,0.7673444976076556,4666,7524,0.6201488569909622,346
server_surface,T,direction_matches,3,surface,Hard,8056,9646,0.8351648351648352,3477,4823,0.7209205888451171,312
server_surface,T,direction_matches,3,surface,Clay,2541,3744,0.6786858974358975,918,1872,0.49038461538461536,202
server_surface,T,direction_matches,3,surface,Grass,950,1658,0.5729794933655006,271,829,0.32689987937273823,106
server_surface,T,direction_matches,3,derived_period,to_2009,2811,3912,0.718558282208589,1013,1956,0.5178936605316974,108
server_surface,T,direction_matches,3,derived_period,2010s,3248,4464,0.7275985663082437,1273,2232,0.5703405017921147,158
server_surface,T,direction_matches,3,derived_period,2020s,5488,6672,0.8225419664268585,2380,3336,0.7134292565947242,216
server_surface,T,direction_matches,5,overall,Overall,10376,15048,0.6895268474215842,3844,7524,0.5108984582668793,278
server_surface,T,direction_matches,5,surface,Hard,7462,9646,0.7735849056603774,3001,4823,0.6222268297739996,252
server_surface,T,direction_matches,5,surface,Clay,2153,3744,0.5750534188034188,678,1872,0.36217948717948717,151
server_surface,T,direction_matches,5,surface,Grass,761,1658,0.4589867310012063,165,829,0.19903498190591074,64
server_surface,T,direction_matches,5,derived_period,to_2009,2475,3912,0.6326687116564417,786,1956,0.401840490797546,81
server_surface,T,direction_matches,5,derived_period,2010s,2852,4464,0.6388888888888888,1010,2232,0.4525089605734767,123
server_surface,T,direction_matches,5,derived_period,2020s,5049,6672,0.7567446043165468,2048,3336,0.6139088729016786,186
server_surface,T,direction_matches,10,overall,Overall,8430,15048,0.560207336523126,2645,7524,0.3515417331206805,180
server_surface,T,direction_matches,10,surface,Hard,6389,9646,0.6623470868753888,2218,4823,0.45987974289861083,168
server_surface,T,direction_matches,10,surface,Clay,1540,3744,0.4113247863247863,360,1872,0.19230769230769232,92
server_surface,T,direction_matches,10,surface,Grass,501,1658,0.30217129071170085,67,829,0.08082026537997587,37
server_surface,T,direction_matches,10,derived_period,to_2009,1942,3912,0.49642126789366053,492,1956,0.25153374233128833,50
server_surface,T,direction_matches,10,derived_period,2010s,2281,4464,0.5109767025089605,670,2232,0.300179211469534,71
server_surface,T,direction_matches,10,derived_period,2020s,4207,6672,0.6305455635491607,1483,3336,0.4445443645083933,123
server_surface,T,direction_matches,20,overall,Overall,6167,15048,0.40982190324295587,1499,7524,0.19922913343965976,112
server_surface,T,direction_matches,20,surface,Hard,4984,9646,0.5166908563134979,1351,4823,0.28011611030478956,106
server_surface,T,direction_matches,20,surface,Clay,915,3744,0.24439102564102563,131,1872,0.06997863247863248,40
server_surface,T,direction_matches,20,surface,Grass,268,1658,0.16164053075995174,17,829,0.020506634499396863,13
server_surface,T,direction_matches,20,derived_period,to_2009,1354,3912,0.34611451942740284,251,1956,0.12832310838445807,29
server_surface,T,direction_matches,20,derived_period,2010s,1686,4464,0.37768817204301075,389,2232,0.1742831541218638,44
server_surface,T,direction_matches,20,derived_period,2020s,3127,6672,0.46867505995203834,859,3336,0.2574940047961631,82
opponent_global,wide,direction_points,0,overall,Overall,15048,15048,1.0,7524,7524,1.0,1002
opponent_global,wide,direction_points,0,surface,Hard,9646,9646,1.0,4823,4823,1.0,753
opponent_global,wide,direction_points,0,surface,Clay,3744,3744,1.0,1872,1872,1.0,587
opponent_global,wide,direction_points,0,surface,Grass,1658,1658,1.0,829,829,1.0,359
opponent_global,wide,direction_points,0,derived_period,to_2009,3912,3912,1.0,1956,1956,1.0,357
opponent_global,wide,direction_points,0,derived_period,2010s,4464,4464,1.0,2232,2232,1.0,412
opponent_global,wide,direction_points,0,derived_period,2020s,6672,6672,1.0,3336,3336,1.0,470
opponent_global,wide,direction_points,10,overall,Overall,13680,15048,0.9090909090909091,6347,7524,0.8435672514619883,849
opponent_global,wide,direction_points,10,surface,Hard,8892,9646,0.921832884097035,4176,4823,0.8658511300020734,648
opponent_global,wide,direction_points,10,surface,Clay,3284,3744,0.8771367521367521,1485,1872,0.7932692307692307,508
opponent_global,wide,direction_points,10,surface,Grass,1504,1658,0.9071170084439083,686,829,0.827503015681544,336
opponent_global,wide,direction_points,10,derived_period,to_2009,3484,3912,0.8905930470347648,1551,1956,0.7929447852760736,340
opponent_global,wide,direction_points,10,derived_period,2010s,3950,4464,0.8848566308243727,1809,2232,0.8104838709677419,327
opponent_global,wide,direction_points,10,derived_period,2020s,6246,6672,0.9361510791366906,2987,3336,0.8953836930455635,404
opponent_global,wide,direction_points,25,overall,Overall,13053,15048,0.8674242424242424,5838,7524,0.7759170653907496,803
opponent_global,wide,direction_points,25,surface,Hard,8523,9646,0.8835786854654779,3867,4823,0.8017831225378396,621
opponent_global,wide,direction_points,25,surface,Clay,3092,3744,0.8258547008547008,1335,1872,0.7131410256410257,481
opponent_global,wide,direction_points,25,surface,Grass,1438,1658,0.8673100120627262,636,829,0.767189384800965,325
opponent_global,wide,direction_points,25,derived_period,to_2009,3332,3912,0.8517382413087935,1416,1956,0.7239263803680982,333
opponent_global,wide,direction_points,25,derived_period,2010s,3690,4464,0.8266129032258065,1607,2232,0.7199820788530465,299
opponent_global,wide,direction_points,25,derived_period,2020s,6031,6672,0.9039268585131894,2815,3336,0.8438249400479616,380
opponent_global,wide,direction_points,50,overall,Overall,12196,15048,0.8104731525784158,5176,7524,0.6879319510898458,761
opponent_global,wide,direction_points,50,surface,Hard,8035,9646,0.8329877669500311,3482,4823,0.7219572879950238,592
opponent_global,wide,direction_points,50,surface,Clay,2819,3744,0.7529380341880342,1140,1872,0.6089743589743589,449
opponent_global,wide,direction_points,50,surface,Grass,1342,1658,0.8094089264173703,554,829,0.6682750301568154,311
opponent_global,wide,direction_points,50,derived_period,to_2009,3101,3912,0.7926891615541922,1221,1956,0.6242331288343558,321
