role,scope,direction,threshold_points,stratum_type,stratum,observed_rows,minimum_points,median_points,points_q1,points_q3,median_raw_rate,raw_rate_q1,raw_rate_q3,zero_rate_rows,one_rate_rows,zero_rate_share,one_rate_share,median_wilson_width,wilson_width_p90
server,global,wide,10,derived_period,to_2009,3482,10.0,430.5,129.0,1227.0,0.5234988547120418,0.4965556695336542,0.5507226403336369,0,0,0.0,0.0,0.09380915038949586,0.27435839288000907
server,global,wide,10,derived_period,2010s,3960,10.0,355.5,99.0,1172.25,0.5216606498194946,0.48214285714285715,0.5608990101254345,0,0,0.0,0.0,0.10321955850514974,0.3134425564310903
server,global,wide,10,derived_period,2020s,6269,10.0,442.0,164.0,1122.0,0.5233644859813084,0.4893455098934551,0.5454545454545454,0,0,0.0,0.0,0.09251774852845268,0.24703711890219432
server,global,wide,25,overall,Overall,13047,25.0,459.0,164.0,1220.0,0.5232843137254902,0.4918032786885246,0.5486314760508308,0,0,0.0,0.0,0.09086031547711837,0.23240826597126638
server,global,wide,25,surface,Hard,8532,25.0,483.0,171.0,1276.25,0.5231399103730064,0.49230769230769234,0.5480822773266271,0,0,0.0,0.0,0.08862812265101844,0.22472819172088698
server,global,wide,25,surface,Clay,3073,25.0,381.0,140.0,1014.0,0.5240174672489083,0.4888888888888889,0.5501077586206896,0,0,0.0,0.0,0.09969653929118588,0.2509481580013353
server,global,wide,25,surface,Grass,1442,25.0,499.0,182.0,1289.25,0.5235849315745813,0.49560872536888045,0.5508326159874143,0,0,0.0,0.0,0.08678619270770616,0.23072243134178907
server,global,wide,25,derived_period,to_2009,3323,25.0,472.0,159.0,1298.5,0.5240506329113924,0.5,0.5504566305254379,0,0,0.0,0.0,0.08942421184299176,0.2368152026718817
server,global,wide,25,derived_period,2010s,3713,25.0,409.0,130.0,1276.0,0.5224215246636771,0.48705882352941177,0.5601503759398496,0,0,0.0,0.0,0.0962079127355977,0.2572159308871381
server,global,wide,25,derived_period,2020s,6011,25.0,480.0,189.5,1168.0,0.5235223160434258,0.49019607843137253,0.544984972630761,0,0,0.0,0.0,0.08890812484381488,0.20936843108362613
server,global,wide,50,overall,Overall,12198,50.0,518.0,207.0,1307.0,0.5240048948528611,0.4940557275237948,0.5483051158163428,0,0,0.0,0.0,0.08560229164587915,0.19112229365204875
server,global,wide,50,surface,Hard,8049,50.0,538.0,209.0,1348.0,0.5237209302325582,0.49413020277481323,0.547945205479452,0,0,0.0,0.0,0.08392869797193137,0.19038942452714255
server,global,wide,50,surface,Clay,2802,50.0,450.5,191.25,1122.75,0.5250102543068089,0.4918254319893664,0.5499273805524878,0,0,0.0,0.0,0.09160794451499876,0.1957832354704621
server,global,wide,50,surface,Grass,1347,50.0,555.0,230.0,1446.5,0.5235602094240838,0.49747786935286936,0.5497910972565847,0,0,0.0,0.0,0.0826136256736687,0.1866678009457855
server,global,wide,50,derived_period,to_2009,3100,50.0,535.5,207.0,1427.0,0.525,0.5028490718321227,0.5504378438564317,0,0,0.0,0.0,0.0841706321922513,0.1974862209467724
server,global,wide,50,derived_period,2010s,3375,50.0,497.0,183.5,1460.0,0.5232636547538773,0.49118925632665733,0.5606060606060606,0,0,0.0,0.0,0.08735800486514456,0.20129055624468736
server,global,wide,50,derived_period,2020s,5723,50.0,520.0,219.0,1217.5,0.5236477658740528,0.4913875519219358,0.544594356191364,0,0,0.0,0.0,0.08537766537486968,0.18225407807842056
server,global,wide,100,overall,Overall,10987,100.0,615.0,278.5,1465.0,0.5247813411078717,0.49673202614379086,0.5481955900344475,0,0,0.0,0.0,0.07859577727566247,0.15376317533351136
server,global,wide,100,surface,Hard,7266,100.0,644.0,288.25,1480.0,0.5243211182712961,0.49662729004171957,0.5476285511543628,0,0,0.0,0.0,0.07681642220910342,0.1536967417697479
server,global,wide,100,surface,Clay,2494,100.0,542.0,257.0,1280.0,0.5266809084479538,0.49514563106796117,0.5501781266543432,0,0,0.0,0.0,0.08368582308191463,0.1545006758986099
server,global,wide,100,surface,Grass,1227,100.0,626.0,288.0,1631.0,0.5250596658711217,0.5005910165484633,0.5498191403317061,0,0,0.0,0.0,0.07784828848505915,0.15127074638970076
server,global,wide,100,derived_period,to_2009,2760,100.0,644.5,289.75,1628.25,0.527027027027027,0.505364285498052,0.5508474576271186,0,0,0.0,0.0,0.07671351683752825,0.15268157168181593
