role,scope,direction,threshold_points,stratum_type,stratum,observed_rows,minimum_points,median_points,points_q1,points_q3,median_raw_rate,raw_rate_q1,raw_rate_q3,zero_rate_rows,one_rate_rows,zero_rate_share,one_rate_share,median_wilson_width,wilson_width_p90
server,global,wide,100,derived_period,2010s,2968,100.0,615.0,269.0,1732.5,0.525007188039103,0.4959595462890113,0.5613067796577241,0,0,0.0,0.0,0.07860047745027343,0.15607164065873522
server,global,wide,100,derived_period,2020s,5259,100.0,596.0,278.0,1306.5,0.5241128298453139,0.49282774838330395,0.5444269567423683,0,0,0.0,0.0,0.07983113529857855,0.15240721185550388
server,global,wide,250,overall,Overall,8597,250.0,889.0,468.0,1800.0,0.5285505124450952,0.504538939321548,0.5499664654594232,0,0,0.0,0.0,0.06543520526724533,0.10745251350340122
server,global,wide,250,surface,Hard,5717,250.0,904.0,479.0,1829.0,0.527831094049904,0.5040276179516686,0.5490596892886345,0,0,0.0,0.0,0.06488503815024238,0.10646344814391609
server,global,wide,250,surface,Clay,1898,250.0,797.0,437.0,1628.75,0.5311762171947676,0.5039370078740157,0.5513492330160527,0,0,0.0,0.0,0.0690009293907084,0.10960708139172877
server,global,wide,250,surface,Grass,982,250.0,967.5,483.25,2092.75,0.5294170787371624,0.5096331798541824,0.5521110827512998,0,0,0.0,0.0,0.0627388262606069,0.10826358744237322
server,global,wide,250,derived_period,to_2009,2186,250.0,916.0,487.0,1926.0,0.5331735384160992,0.5115333439475959,0.5523056766113354,0,0,0.0,0.0,0.06449247048140361,0.10669672088924809
server,global,wide,250,derived_period,2010s,2298,250.0,936.5,478.0,2230.25,0.5332152301885557,0.5050302902847219,0.5638695750843881,0,0,0.0,0.0,0.0637753994940016,0.10811305584490655
server,global,wide,250,derived_period,2020s,4113,250.0,858.0,457.0,1570.0,0.5267326732673268,0.49865951742627346,0.5450472872075659,0,0,0.0,0.0,0.06657313275098575,0.10741318246218681
server,global,body,0,overall,Overall,14040,1.0,378.0,115.0,1093.0,0.5126582278481012,0.48428686543110394,0.5384615384615384,24,30,0.0017094017094017094,0.002136752136752137,0.10012843993957293,0.30350667838023854
server,global,body,0,surface,Hard,9104,1.0,413.0,130.0,1134.0,0.5135924905207732,0.4865757464857952,0.537643614670791,11,18,0.0012082601054481546,0.001977152899824253,0.09582474044539052,0.2863024398383211
