fold,surface,rank,direction,comparison_scope,orientations,direction_share,mean_score,median_score,mean_score_gap_from_rank_1,median_score_gap_from_rank_1,observed_points,observed_server_wins,observed_win_rate
2020,<ALL>,3,T,global,8,0.32,0.48539566773588294,0.4993398344691002,0.05842716462712744,0.042831898273396035,47,21,0.44680851063829785
2020,Hard,1,wide,surface,91,0.5083798882681564,0.5332681231347264,0.5296132667435011,0.0,0.0,1217,618,0.5078060805258833
2020,Hard,1,body,surface,58,0.3240223463687151,0.5213075484509255,0.5231501294951029,0.0,0.0,845,392,0.463905325443787
2020,Hard,1,T,surface,30,0.16759776536312848,0.5300719941515685,0.5336925991640852,0.0,0.0,296,157,0.5304054054054054
2020,Hard,1,wide,global,9,0.6923076923076923,0.5398580201620161,0.5332123411978222,0.0,0.0,67,37,0.5522388059701493
2020,Hard,1,body,global,2,0.15384615384615385,0.5660808686726304,0.5660808686726304,0.0,0.0,41,25,0.6097560975609756
2020,Hard,1,T,global,2,0.15384615384615385,0.5290380651703779,0.5290380651703779,0.0,0.0,16,7,0.4375
2020,Hard,2,wide,surface,65,0.36312849162011174,0.5048348275165908,0.5041354556803994,0.019679642324826344,0.011779276172626196,764,378,0.49476439790575916
2020,Hard,2,body,surface,48,0.2681564245810056,0.5109549237694962,0.5125461148367909,0.023400355677949805,0.01638956507770395,591,301,0.5093062605752962
2020,Hard,2,T,surface,66,0.3687150837988827,0.5073015221637035,0.505895130756683,0.021833370060407427,0.014468475604379194,565,275,0.48672566371681414
2020,Hard,2,wide,global,2,0.15384615384615385,0.5061091075218902,0.5061091075218902,0.00890214264819883,0.00890214264819883,10,5,0.5
2020,Hard,2,body,global,7,0.5384615384615384,0.5187160233059638,0.5235513024986709,0.03272581592973585,0.020928888046094274,84,39,0.4642857142857143
2020,Hard,2,T,global,4,0.3076923076923077,0.5350450794318121,0.5400242504409172,0.0046660891067095145,0.004724789985460276,29,13,0.4482758620689655
2020,Hard,3,wide,surface,23,0.12849162011173185,0.47693535091219413,0.48248645102728105,0.046741044522963335,0.028424206519774176,233,121,0.51931330472103
2020,Hard,3,body,surface,73,0.40782122905027934,0.4839862786603703,0.48348418949100735,0.04725352430305098,0.037816283538208706,945,462,0.4888888888888889
2020,Hard,3,T,surface,83,0.46368715083798884,0.4817913871196978,0.4817506628778879,0.04640540961069328,0.04110356266449766,771,358,0.46433203631647213
2020,Hard,3,wide,global,2,0.15384615384615385,0.524227674826508,0.524227674826508,0.055880008846411255,0.055880008846411255,15,6,0.4
